lower_limit_mean,lower_limit_sd,upper_limit_mean,upper_limit_sd,median_mean,median_sd,mean_mean,mean_sd,diff_mean,diff_sd,upper_limit_max_mean,upper_limit_max_sd,lower_limit_min_mean,lower_limit_min_sd,species_work,number_of_islands,number_of_mainland
12.508699999999987,1.0965841540013281,20.237699999999993,1.3105442519183579,15.925899999999986,1.2488550071280613,16.129055555555542,0.8664278461849806,7.729000000000005,1.6392089573956157,30.66099999999999,1.2882074671723036,1.6030999999999906,1.1599162882707512,Acacia implexa,9,308
17.71189999999999,1.2458734247870393,21.94979999999999,0.8100222812343478,19.97529999999999,0.7726136433184722,19.930783333333324,0.6742782839894932,4.2379000000000016,1.3764185839046632,32.63719999999999,0.877157662889387,5.489699999999986,1.2358686343140546,Acacia leiocalyx,6,437
20.96909999999999,1.1135956561002194,27.35089999999999,0.2825225814143164,25.66959999999999,0.5877978788208976,25.028058333333323,0.38470411352531275,6.3818,1.1552763407182784,36.6307,0.8101999345432781,11.380899999999988,1.614946823658052,Acacia leptocarpa,24,522
15.69519999999999,0.6420351775169083,25.43319999999999,1.2906213478257145,20.24399999999999,1.0226875817618453,20.15505238095237,0.6282593196990092,9.738,1.3947118774934206,39.0359,0.769449961494082,4.69439999999999,0.6810524740961377,Acacia ligulata,21,1564
15.300299999999986,0.20112274948488698,17.387699999999985,0.7034725180016549,16.009299999999985,0.336343034172909,16.137999999999984,0.2702683527209255,2.0873999999999997,0.7153131572345919,25.117799999999995,1.6479316851249775,9.47769999999999,0.6929450792688343,Acacia littorea,8,143
9.82179999999999,1.8321303068999928,20.824599999999986,0.6312157105722817,14.785599999999985,0.2711201691983596,15.08206626506023,0.2150239153360447,11.002799999999997,1.9091980508048916,30.923799999999993,1.254219528881065,0.5134999999999926,1.2815967541470439,Acacia longifolia,83,781
8.626699999999987,1.4871613089233975,21.06929999999999,1.6385396920191866,13.48759999999999,0.5227422878431588,14.091467741935473,0.5967691315774366,12.442600000000004,2.1772702509669637,29.574899999999992,1.6698827798676525,-1.360600000000013,1.1968207969533387,Acacia melanoxylon,31,710
7.724599999999988,1.3606271150267963,14.664899999999989,0.5398234891141733,12.30329999999999,0.6094140591547711,12.019894444444434,0.46285822769250495,6.940300000000001,1.4163869746866702,25.59359999999999,0.9897467548007656,0.3688999999999896,1.2264938145286632,Acacia mucronata,18,448
20.973299999999988,0.5383371777212818,27.74629999999999,0.6278220054047686,26.19749999999999,0.4392854672325527,25.265320833333323,0.4036622754974053,6.773000000000003,0.8118313064116597,37.6329,0.7886631597707474,9.6940999999999935,0.585113277534825,Acacia multisiliqua,24,398
11.76859999999999,1.2294818687828084,18.222899999999992,1.8517058093564436,14.89249999999999,0.473981443105538,14.850513333333323,0.46727440626309324,6.454300000000002,2.168622704491132,28.711099999999988,1.7407978536197646,3.245499999999988,1.583820772132452,Acacia myrtifolia,15,969
25.750099999999986,0.4098145165046524,27.712799999999984,0.1532306746041411,26.756199999999993,0.10914885924037245,26.80291304347825,0.0993840770703002,1.9626999999999981,0.43193202622088567,37.4311,0.3409384534326231,14.370499999999987,0.7452080817362904,Acacia oncinocarpa,23,221
16.480799999999988,1.0800453036136302,22.75839999999999,1.1119558830663603,19.50399999999999,1.4236962144049237,19.561357142857133,0.8884078157121578,6.277600000000001,1.4783787890266304,37.2508,1.14557920359603,5.040099999999992,0.8573313286046454,Acacia oswaldii,7,995
23.858499999999992,1.711284969327508,27.851999999999986,0.6968655692611179,26.451049999999988,0.6132189127342151,26.194133333333323,0.6867686089457962,3.9934999999999956,1.7396707171773076,38.4176,1.2348664442502022,11.789999999999988,2.1675096535190095,Acacia platycarpa,6,431
25.67079999999999,0.30741155128241937,28.44469999999999,0.5476420562939134,26.83399999999999,0.20973313516940556,26.901353333333322,0.18449180995114695,2.773900000000002,0.6323200286394735,38.379,0.6235606047753703,13.420399999999987,0.49720322912371834,Acacia plectocarpa,15,352
14.993499999999985,1.5520104659719582,20.759299999999985,0.8526784684572257,18.59049999999999,0.8080455975300451,18.30167499999999,0.7168056778198361,5.765800000000002,1.7068871737240938,32.033899999999996,0.8739820562429397,4.522499999999988,1.6758676207511982,Acacia podalyriifolia,8,154
22.26369999999999,1.3209379952091527,26.27829999999999,0.387878279308807,24.86949999999999,0.60798799280857585,24.668988888888876,0.4456686120272711,4.014600000000001,1.3507373287694837,32.679199999999994,1.355058501889698,15.254799999999989,2.105086304251763,Acacia polystachya,9,194
14.546899999999988,0.8562613932518343,18.911299999999986,0.5747283033074211,16.65699999999999,0.6988271312415952,16.729063636363623,0.4376078236292354,4.364399999999996,1.0153046259539478,33.30569999999999,0.8868393281728076,5.267199999999988,0.9062590498667933,Acacia pulchella,11,753
25.487099999999987,0.4495394039188096,27.685099999999988,0.42859267572099374,27.083599999999983,0.15816464856615475,26.879253846153834,0.17235047549217414,2.198000000000001,0.5921204325191015,37.536100000000005,0.7198367557682506,14.259199999999998,0.8037794606864569,Acacia retinervis,13,99
15.881999999999993,0.6008469164579425,22.633899999999976,1.0531998955658974,19.819549999999996,0.14233958710793929,19.52464999999999,0.22737056730121188,6.751899999999985,1.202714809467693,38.4952,0.7666842666735523,6.593999999999988,0.5424557661766123,Acacia rostellifera,40,262
14.288299999999985,0.5543287746368477,20.53339999999999,0.8408159200511208,17.03399999999999,0.6792167071968522,17.176849999999988,0.41210740106191984,6.245100000000006,1.0045023718314532,35.491699999999994,1.4831590848155416,5.047799999999989,0.9339954536867422,Acacia saligna,20,837
20.989999999999988,1.207558776291322,26.68579999999999,0.6181103626541327,24.290349999999986,1.0541278684595448,24.134249999999987,0.754799914156335,5.695800000000001,1.2716837419498375,35.17739999999999,1.6614842068974858,11.471099999999984,1.395005674121377,Acacia simsii,8,421
25.67449999999999,0.30264061416363086,28.17059999999999,0.44707439595163223,27.03499999999999,0.12896368338268924,26.959729411764698,0.14944299276640455,2.4960999999999993,0.5318248091501823,38.8373,0.5830769148994724,13.94999999999998,0.46623746886900924,Acacia stigmatophylla,17,160
12.221199999999993,0.441549006935274,21.006299999999985,1.0503968981502376,15.234949999999989,0.8971264310749798,15.72117999999999,0.59329483088626,8.785099999999995,1.1123962492814392,28.485399999999984,1.7858096079806383,2.657999999999988,1.637533974462062,Acacia suaveolens,20,450
23.425999999999988,1.1681732014682704,27.329099999999986,0.3420529055426816,26.36789999999999,0.2485183119034714,26.05989999999999,0.32313720035583055,3.903099999999997,1.197837720730653,37.6312,0.5047983571500408,10.788699999999984,1.368076731745684,Acacia torulosa,13,507
25.81599999999999,0.7696338976008904,28.216199999999986,0.5473364021670185,27.15769999999999,0.3047845199540222,27.09739999999999,0.3232737372173631,2.4001999999999977,0.8926235134348278,38.5227,0.7721210273531484,13.370899999999988,1.3491788144917893,Acacia translucens,7,255
25.375599999999984,0.7004393301744694,28.611299999999993,0.3925256506094678,27.06099999999999,0.2698366391204352,27.067315384615373,0.2705499585310014,3.2357000000000062,0.7683657305579801,40.1137,0.5048338015299368,10.506699999999984,1.4406945237317725,Acacia tumida,13,480
12.473899999999988,1.477468003613513,19.91869999999999,1.5019374574615714,15.81684999999999,1.6640335288344044,16.00684999999999,1.1873644346575223,7.444800000000002,1.9985362411292695,28.729399999999988,1.7175289067568975,2.1308999999999876,1.826294209742928,Acacia ulicifolia,6,562
9.881699999999988,1.2371765095230811,15.394499999999985,0.40760998012302613,13.285199999999987,0.3070427254230842,13.177871428571416,0.2037612851215257,5.512799999999997,1.2899302617118789,27.283899999999992,1.1365837464140536,1.8941999999999877,1.3262976383246077,Acacia verticillata,35,606
25.786899999999985,0.2307197902686739,26.8146,0.14828630694987033,26.38909999999999,0.11800472496944404,26.356959999999987,0.09757191541974987,1.0277000000000127,0.2689145310782335,36.08320000000001,0.4187757551878326,15.948399999999982,0.8043036393951866,Acacia yirrkallensis,10,87
11.471299999999989,2.365430525627749,16.06379999999999,0.9016998517370521,14.420449999999988,0.6818681996850583,14.153549999999989,0.8126077405187958,4.5925,2.429600112509608,28.60559999999999,1.605018605725404,2.0527999999999884,2.2904887029842573,Acaena echinata,6,548
4.04909999999999,0.45927129250598525,16.902899999999992,0.5622434594619266,12.97559999999999,0.47759054924980815,11.9411111111111,0.3369304490885947,12.853800000000001,0.7350277721459452,29.51399999999999,1.1188636448896971,-5.595500000000014,0.9891046850956059,Acaena novae-zelandiae,81,540
7.754200000000004,3.688409782918198,14.367199999999983,0.08167515430551534,12.722299999999985,0.2325656827582234,12.59834999999999,0.3949116067192319,6.612999999999979,3.6880147033942783,20.31989999999999,0.16235870888360016,4.277399999999993,2.755398603008553,Acaena pallida,12,23
15.319999999999991,0.19343582247716828,24.535699999999995,0.2145729515841831,19.157599999999988,0.3834570109924759,19.496093023255803,0.1380452392250928,9.215700000000004,0.2940918223956553,36.5868,0.9219955725684542,7.405700000000002,0.7424882482563501,Acanthocarpus preissii,86,143
23.40709999999999,0.6006999504165376,27.41509999999999,0.5521293660337554,25.380249999999986,0.9944200866881191,25.395866666666656,0.6430580544859199,4.0079999999999965,0.762100253770327,34.9492,2.22629192509333,16.609599999999993,0.9975384318024627,Acanthus ilicifolius,6,109
17.73509999999999,0.921665588734578,28.89149999999999,0.14421701892824657,25.471699999999995,0.19074982436556778,24.74757453416148,0.16614294985536426,11.156400000000005,0.9351649980477101,40.8432,0.5151690588138633,4.648099999999989,0.8648608988585156,Achyranthes aspera,161,575
12.33849999999999,1.025963133036633,16.83519999999999,1.4817410423270723,14.534799999999986,0.6916410393602507,14.544657142857131,0.5970079435041517,4.496700000000002,1.7460835941952821,28.102599999999992,1.3429880330281654,3.456899999999992,1.7233114031399492,Acianthus pusillus,7,262
22.111699999999995,1.1263488677011972,26.365199999999977,0.5136660518399133,24.55044999999999,0.6368224559014372,24.44574999999999,0.5760585935696516,4.253499999999981,1.153012223346821,33.743999999999986,3.011327297404274,13.37939999999998,2.017867048996902,Acrostichum aureum,6,18
20.387799999999988,1.2512700894838185,27.405199999999986,0.335119777490473,25.301199999999987,1.28258667878182,24.66445999999999,0.7870499069029586,7.0173999999999985,1.2609231408643315,36.7991,2.2182312187280564,10.87869999999999,2.3724765446585465,Acrostichum speciosum,10,206
14.068999999999999,0.266927425062033,18.252299999999988,1.1590850651217104,15.60619999999999,0.1771240608526486,15.662649999999989,0.2056399324322401,4.183299999999987,1.1723418850725693,29.25379999999999,0.9009535378016341,6.053999999999989,0.4380363864747726,Acrotriche cordata,22,335
15.338599999999987,0.38486121934816986,17.049199999999985,0.32435253130593106,16.179799999999986,0.29205694180631586,16.19585714285713,0.23211709918808326,1.710599999999997,0.47484009215009965,28.982599999999994,1.3048217502018455,6.034499999999984,1.1978959490309289,Acrotriche patula,7,203
19.548099999999987,0.48541942897047374,22.36979999999998,0.24667551319255068,21.042699999999996,0.32446415362407266,21.04464999999999,0.2508314053181808,2.821699999999994,0.5278235573633547,37.8191,0.9241640921769592,7.388899999999996,0.5699751412664057,Actinobole condensatum,10,43
11.639699999999992,0.14837764631482042,21.699099999999987,0.4096303052594931,14.524949999999988,0.16026753627351376,15.051931395348825,0.1919848095279416,10.059399999999995,0.43351998752027393,28.275399999999987,0.7951018972603635,6.037699999999977,0.43900049137949626,Actites megalocarpus,86,234
25.954199999999993,2.105434685573321,28.929299999999987,0.24378461998440146,28.09964999999999,0.28106293578818914,27.890229999999992,0.33241953891107245,2.9750999999999963,2.1004956729477176,39.5606,0.46845179804019116,13.816599999999982,1.5491753885162254,Adansonia gregorii,10,89
23.111999999999995,1.1348850003255617,27.835399999999996,0.2678779546707882,26.91414999999999,0.13438875636687941,26.65036249999999,0.16603361803733754,4.723400000000001,1.1644261798535447,38.063300000000005,0.8055134772069185,14.34299999999998,0.6368017874633518,Adenia heterophylla,32,155
11.671099999999988,0.8624840106742097,22.07069999999999,3.2168399975083593,14.538399999999989,0.8127028521704146,15.346745454545443,0.9777328714167491,10.399600000000003,3.258102987180591,31.266799999999993,2.5329653913296384,1.5422999999999878,1.3766247875894877,Adiantum aethiopicum,11,331
14.93609999999999,2.249717319579955,24.36759999999999,1.9132932161409402,19.88289999999999,1.0427679295773125,19.815566666666655,1.0031363832837812,9.4315,2.807176159058779,34.385299999999994,2.680428810583978,4.156899999999989,1.9418762250136516,Adiantum hispidulum,9,527
21.762199999999986,0.3826454985722142,28.06909999999999,0.49533882398874707,26.38809999999999,0.18265199629829057,26.039466101694902,0.16682743461837155,6.306900000000006,0.629888203691063,36.75399999999999,0.8848542066165269,13.468999999999992,0.7777814242728688,Aegialitis annulata,59,248
16.979599999999984,1.1709547279784072,28.003599999999988,0.537136440353434,25.445599999999992,0.926919532548441,24.36927037037036,0.5971101484919169,11.024000000000006,1.288318191971137,36.9117,1.0119274218574699,8.427499999999986,1.3644689536686159,Aegiceras corniculatum,27,415
21.68669999999999,1.1296234590159493,27.979299999999988,0.5908388956395806,25.75269999999999,0.81700686056496,25.35577272727272,0.606906233355018,6.292599999999997,1.2531462865985017,39.8968,0.9717685393621756,5.989599999999989,1.088088128680656,Afrohybanthus aurantiacus,11,451
19.55299999999999,2.8661517450801215,28.325599999999987,0.4843544561983915,25.973399999999987,0.4719164599218242,25.292139285714274,0.4154819001837489,8.772599999999995,2.8928390480214676,38.78060000000001,0.8267570182146482,8.068299999999992,2.720743934580678,Afrohybanthus enneaspermus,28,577
18.835199999999976,0.351659813775513,25.930599999999973,0.7335405385673819,22.200499999999995,0.5268513284811156,22.13383333333332,0.41355010622296207,7.0954,0.7958845847685946,30.978499999999993,0.28970965065334203,7.935599999999972,0.7192147870489862,Agave sisalana,12,21
21.709899999999987,0.8696138328121386,27.24189999999999,0.19711226050970507,26.54209999999998,0.17353012044801164,25.726084999999987,0.3755469788299569,5.532000000000004,0.8870754775682309,33.979499999999994,1.8334260828299564,13.434799999999996,1.638326302380893,Aglaia brownii,20,124
22.70589999999999,0.3483051916157772,27.56719999999999,0.16046778464822842,25.747499999999988,0.4307659565347681,25.446174193548373,0.2390187099811154,4.861299999999999,0.38089025635658474,36.6395,0.4867717090142935,15.11549999999999,0.4207217093956021,Aglaia elaeagnoidea,31,140
14.398799999999989,0.8190906356865928,18.17559999999998,0.7521771137241577,15.913449999999985,0.33947288454210917,16.080614285714272,0.2871825390749318,3.7767999999999926,1.0723113408015432,28.437399999999993,1.488602424147287,6.9012999999999876,1.4271808417839553,Agonis flexuosa,14,193
21.124799999999993,0.7284061611048697,27.77009999999999,0.19797773911525351,26.227699999999988,0.3515270704814641,25.568023333333322,0.3292030286762943,6.645299999999995,0.7490787869303391,37.475699999999996,0.3419597146542969,11.15829999999999,0.9952093003743241,Aidia racemosa,30,469
10.346199999999989,2.3525347988882084,19.42129999999999,1.991939791794455,15.167549999999991,1.6340561915482401,15.059666666666656,1.440730151706663,9.075100000000003,2.804527654590942,31.531199999999988,1.59105563008275,0.244999999999988,2.170798785555071,Ajuga australis,6,794
20.608299999999996,1.4246862253987123,27.69669999999999,0.5802031934984014,24.958399999999994,1.4532451139987912,24.630244444444436,0.8581405103512333,7.088399999999996,1.4849007947908028,37.914,1.1098539434429089,9.093499999999992,1.7615251121459243,Albizia lebbeck,9,144
16.37359999999999,0.7961764483686603,24.07069999999999,1.7479092358291097,19.26549999999999,1.2260191160307712,19.652466666666655,0.930530739596429,7.6971000000000025,1.8251994255266866,36.5751,1.3450349843439429,4.486899999999991,0.8182346227689814,Alectryon oleifolius,9,601
11.28479999999999,1.1043226378592836,25.220599999999987,1.0930372227743985,17.766099999999987,1.7079601628603398,17.849705555555545,1.0121575291527551,13.935799999999995,1.531288086286575,31.02689999999999,1.5403763011514964,1.5009999999999881,1.2114481444150256,Allocasuarina littoralis,18,863
9.011299999999984,1.6103650473062305,13.962799999999987,0.3608411927238428,12.27839999999999,0.4254461710304195,12.085924999999989,0.42270353794275584,4.951500000000003,1.6173415049220605,20.978999999999996,0.7224132341540291,1.8278999999999894,1.6605447898201977,Allocasuarina monilifera,12,205
10.718399999999994,0.6764162764000996,18.22749999999999,0.9943251140509477,15.139999999999988,0.24796468798296192,14.87682812499999,0.18690883656122043,7.5090999999999966,1.1933697337042355,31.60979999999999,0.5374689133641437,0.8772999999999934,0.5588443584908281,Allocasuarina verticillata,64,593
23.81609999999999,0.5351796027570599,27.62799999999999,0.2589653703935411,26.333099999999988,0.7836762970375816,26.03008888888888,0.46132077596811216,3.811899999999999,0.5740365039855105,36.313,1.264685901886486,16.90869999999999,1.0172261592483087,Allophylus cobbe,9,168
18.47669999999999,1.2387257773823694,28.16459999999999,0.40661059033450087,25.51109999999999,1.215155707468551,24.45470869565216,0.6382726000453722,9.687900000000003,1.2973691674911807,37.9872,0.8053475924995046,6.743299999999987,1.3287063522729792,Alloteropsis semialata,23,464
15.914499999999986,2.0545999929745764,27.28749999999999,0.38756154860093195,23.664099999999987,1.2588649375254406,23.03277222222221,0.8264682709326562,11.373000000000005,2.0801148713178974,36.921,0.6378917666077107,4.622499999999988,1.8322775420200363,Alphitonia excelsa,18,948
17.61599999999999,1.4303530717658175,25.114699999999992,1.2073738698769598,21.04519999999999,1.109568881639667,21.26017499999999,0.9180508764697011,7.498700000000001,1.7765428265072647,30.46319999999999,1.9550877545849787,7.419799999999985,2.3546320842654467,Alpinia caerulea,8,129
24.983799999999988,0.9389564415877844,27.685199999999988,0.34117056930127754,26.69779999999999,0.4581976703401123,26.55882857142856,0.36533352725579027,2.701399999999997,0.9511586317448516,37.606700000000004,1.1841652576213209,15.122299999999989,1.4706173620032588,Alstonia actinophylla,7,149
25.407699999999988,0.5308224585324939,27.955799999999986,0.4024777613090525,26.812449999999988,0.4146678754701741,26.754049999999985,0.3564669995628386,2.5480999999999967,0.6173471531541268,37.8671,1.0355868046813015,14.070100000000004,0.9314631574107503,Alstonia linearis,6,25
24.634099999999986,1.9107637761398484,27.84879999999999,0.5118207894571323,26.74889999999999,0.507697298147772,26.55293333333332,0.5686204086815474,3.2147000000000054,1.9216156006122878,37.6788,0.7608741614021951,14.437599999999986,1.0913832312058667,Alstonia spectabilis,6,150
14.140799999999988,1.759713599410981,26.28339999999999,1.3975326606335667,20.680799999999987,1.602585298709445,20.474049999999988,1.2443754126740323,12.142600000000002,2.1418292818692795,38.107,1.5356396677571198,3.628399999999987,1.5699293353900117,Alternanthera denticulata,10,966
12.732399999999975,0.19531612424065437,22.766999999999985,2.177754259234405,16.728699999999986,0.16898184773775587,16.78457983193276,0.16266590349896745,10.03460000000001,2.1973281710047483,37.863099999999996,0.9787371027586059,4.35339999999999,0.9961328830636521,Alyxia buxifolia,119,587
16.25559999999999,2.299403378247474,23.326599999999985,1.3921675799165012,20.39829999999999,1.2315656149242966,20.149166666666655,1.1210686818540054,7.070999999999996,2.5255132581749034,31.80339999999999,1.9568489205091173,5.302099999999988,2.518695975980313,Alyxia ruscifolia,6,286
19.788899999999995,0.9031070769252043,27.475299999999994,0.13445440858516974,25.60739999999999,0.4241935645199954,25.04847727272726,0.2845058767474252,7.686399999999998,0.909374511409901,36.472699999999996,0.5674210752841977,10.01689999999999,0.8531073684960094,Alyxia spicata,44,449
20.139199999999995,1.0606452415055303,27.862899999999986,0.634646646856636,23.728599999999986,0.9223409091831255,24.023805555555544,0.5244570844923488,7.72369999999999,1.1991857055337005,38.3799,0.8872842065895583,5.039399999999991,0.7659336095865598,Amaranthus interruptus,18,247
23.816199999999995,1.1111040059832888,28.70539999999999,0.31091398731403036,26.789099999999987,0.25435385958519585,26.670422727272715,0.2450596392066436,4.889199999999996,1.1551873518255888,40.6206,0.35173762858039315,9.337199999999992,1.106200632724387,Amaranthus undulatus,22,344
23.889699999999994,0.7159304899684454,28.3603,0.24717403788627115,26.978999999999996,0.21025748074256034,26.777526470588224,0.1691017831114145,4.470600000000003,0.7412321263039375,38.787,0.7283278530040332,14.793099999999992,0.6968845227424961,Ampelocissus acetosa,34,300
9.52049999999999,1.6133544752045843,18.337599999999988,2.3178996740365774,13.307299999999987,0.431210682442644,13.418847058823518,0.5213097146882231,8.817099999999996,2.76866449630378,26.732399999999988,0.8949699498928484,0.8419999999999852,1.2595882512005923,Amperea xiphoclada,17,433
14.32039999999999,0.6710246747431199,18.90429999999999,2.1381775682373356,15.908249999999986,0.7167553108806918,16.181199999999986,0.7742145635498179,4.583899999999996,2.1281870148015614,26.78789999999999,2.8686534755461026,8.898399999999988,1.001149209528601,Amphibolis antarctica,6,323
23.453499999999984,1.7764187044200463,28.46729999999999,0.48223776631788123,26.989599999999985,0.2305753781413017,26.692181818181805,0.43424448269389615,5.013800000000006,1.8061704824882374,39.961800000000004,0.6478120255293365,11.61489999999999,1.4977888240207153,Amyema benthamii,11,105
15.616199999999987,1.684403388376661,24.00039999999999,1.0994947606645193,20.229799999999987,1.1951235418484076,20.095866666666655,0.9017646876528145,8.384200000000003,1.9187057595660129,32.258199999999995,1.0889989341953847,4.707199999999987,1.6935159155308084,Amyema congener,9,296
15.019599999999995,1.1254343350202296,19.530999999999988,0.6533497270726185,17.757349999999985,0.9493522777384833,17.530366666666655,0.752938911720306,4.511399999999992,1.164768958517831,33.58669999999999,1.0452682410250955,4.72569999999999,0.5951501606432746,Amyema linophylla,6,138
22.241699999999987,1.1117405619464797,27.58419999999999,0.4202224969548252,25.657049999999987,1.3844365142403487,25.298366666666656,0.8903204806900239,5.342500000000003,1.1227307220675278,34.9479,2.1627281343208606,14.324699999999986,1.7341589365502856,Amyema mackayensis,6,74
13.298899999999989,1.292888375054222,24.368199999999987,2.6290874578189403,17.33859999999999,1.3368909145167074,17.84481818181817,1.1305435852808627,11.0693,2.8078945460579128,36.5966,1.50256651970758,2.511099999999992,1.3789591430924715,Amyema miquelii,11,1030
22.63259999999999,1.4165535160606744,27.654099999999993,0.5825311429722315,25.85569999999999,1.0371514803504807,25.543457142857132,0.7118178784204414,5.0215000000000005,1.4777657262034247,39.2816,1.0180165999618074,7.323799999999988,1.8539824192291607,Amyema sanguinea,7,405
18.591099999999987,1.1621365459150474,23.53209999999999,0.9638820771539722,21.383999999999986,1.0724430680153303,21.223483333333323,0.8207314961666281,4.941000000000004,1.4092640011811224,33.42009999999999,0.7651218212816854,6.221799999999989,1.3607190438574437,Ancistrachne uncinulata,6,151
