species_work,status,lower_limit,upper_limit,upper_limit_max,lower_limit_min,diff,n
Hydrocotyle tetragonocarpa,native,18.5,18.599999999999966,27.599999999999966,11.800000000000011,0.0999999999999659,7
Hypericum gramineum,native,13.199999999999989,25.399999999999977,29.69999999999999,9.5,12.199999999999989,11
Hypochaeris glabra,introduced,11.599999999999966,22.5,30.399999999999977,8.099999999999966,10.900000000000034,95
Hypochaeris radicata,introduced,11.599999999999966,22.5,30.099999999999966,6.300000000000011,10.900000000000034,87
Hypoestes floribunda,native,23.69999999999999,27.5,32.69999999999999,17.899999999999977,3.8000000000000114,15
Hypolaena fastigiata,native,12.199999999999989,22.5,30.099999999999966,8.5,10.300000000000011,14
Hypolepis rugosula,native,12.099999999999966,15.800000000000011,23.899999999999977,6.300000000000011,3.7000000000000455,11
Hypserpa decumbens,native,22.5,26.30000000000001,30.099999999999966,17.80000000000001,3.8000000000000114,8
Ichnocarpus frutescens,native,24.5,27.399999999999977,35.10000000000002,17.599999999999966,2.8999999999999773,15
Imperata cylindrica,native,13.199999999999989,26.599999999999966,30.099999999999966,7.699999999999989,13.399999999999977,42
Indigofera colutea,native,25,27.5,35.10000000000002,17.599999999999966,2.5,15
Indigofera georgei,native,21.19999999999999,25,29.19999999999999,15.5,3.8000000000000114,6
Indigofera haplophylla,native,27.099999999999966,27.399999999999977,34.5,19.099999999999966,0.30000000000001137,6
Indigofera hirsuta,native,22.5,28.30000000000001,35.19999999999999,17.80000000000001,5.800000000000011,15
Indigofera linifolia,native,23.69999999999999,27.399999999999977,34.10000000000002,17.899999999999977,3.6999999999999886,20
Indigofera polygaloides,native,26.19999999999999,27.399999999999977,32.69999999999999,20.69999999999999,1.1999999999999886,8
Indigofera tinctoria,introduced,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773,7
Indigofera trita,native,25,27.5,31,20.399999999999977,2.5,11
Ipomoea abrupta,native,23.69999999999999,27.399999999999977,31.599999999999966,17.899999999999977,3.6999999999999886,9
Ipomoea cairica,introduced,16.399999999999977,23.399999999999977,27.099999999999966,9.099999999999966,7,20
Ipomoea coptica,native,23.69999999999999,28.30000000000001,35.19999999999999,17.599999999999966,4.600000000000023,7
Ipomoea eriocarpa,native,26.19999999999999,27.399999999999977,34.10000000000002,19.5,1.1999999999999886,10
Ipomoea hederifolia,introduced,26.19999999999999,26.399999999999977,28.80000000000001,24.19999999999999,0.19999999999998863,10
Ipomoea indica,introduced,18.599999999999966,24.5,29.69999999999999,11.899999999999977,5.900000000000034,9
Ipomoea macrantha,native,22.599999999999966,27.5,34.10000000000002,17.399999999999977,4.900000000000034,118
Ipomoea mauritiana,native,23.399999999999977,26.399999999999977,29.69999999999999,17.899999999999977,3,9
Ipomoea nil,native,24.5,27.30000000000001,31,17.899999999999977,2.8000000000000114,17
Ipomoea pes-caprae,native,18.599999999999966,27.5,34.10000000000002,11.899999999999977,8.900000000000034,158
Ipomoea polymorpha,native,23.69999999999999,28.30000000000001,35.19999999999999,17.599999999999966,4.600000000000023,9
Ipomoea quamoclit,introduced,24.5,27.19999999999999,30.5,17.899999999999977,2.6999999999999886,7
Ipomoea violacea,native,25.30000000000001,27.399999999999977,29,22.5,2.099999999999966,14
Ischaemum australe,native,21,27.399999999999977,31.599999999999966,14.399999999999977,6.399999999999977,13
Ischaemum muticum,native,21,26.399999999999977,29,14.399999999999977,5.399999999999977,7
Ischaemum triticeum,native,21,25.399999999999977,30.099999999999966,14.399999999999977,4.399999999999977,6
Isolepis cernua,native,11.599999999999966,21.69999999999999,28.5,6.300000000000011,10.100000000000023,89
Isolepis fluitans,native,13.599999999999966,15.800000000000011,23.899999999999977,10.399999999999977,2.2000000000000455,6
Isolepis inundata,native,11.599999999999966,22.5,30.099999999999966,8.099999999999966,10.900000000000034,10
Isolepis levynsiana,native,14,18,28.5,10.199999999999989,4,12
Isolepis marginata,native,13.699999999999989,20.399999999999977,28.5,8.800000000000011,6.699999999999989,62
Isolepis platycarpa,native,11.599999999999966,15.800000000000011,23.899999999999977,6.300000000000011,4.2000000000000455,22
Ixodia achillaeoides,native,15.800000000000011,16,23.899999999999977,11.800000000000011,0.19999999999998863,6
Ixora timorensis,native,24.5,26.69999999999999,30.5,17.899999999999977,2.1999999999999886,28
Jacksonia dilatata,native,26.599999999999966,26.69999999999999,30.5,22.099999999999966,0.10000000000002274,19
Jacksonia furcellata,native,18,18,28.5,10.099999999999966,0,10
Jacksonia sternbergiana,native,18,18,28.5,10.099999999999966,0,12
Jacquemontia paniculata,native,23.399999999999977,27.399999999999977,35.10000000000002,17.599999999999966,4,32
Jacquemontia pannosa,native,27.099999999999966,28.30000000000001,35.19999999999999,19.80000000000001,1.2000000000000455,8
Jagera pseudorhus,native,21,26.399999999999977,29.69999999999999,14.399999999999977,5.399999999999977,7
Jasminum calcareum,native,21.19999999999999,25,30.399999999999977,15.399999999999977,3.8000000000000114,7
Jasminum didymum,native,21,28.30000000000001,35.19999999999999,14.399999999999977,7.300000000000011,68
Jasminum elongatum,native,24.69999999999999,27.099999999999966,30,21,2.3999999999999773,27
Jasminum molle,native,26.599999999999966,27.399999999999977,34.10000000000002,19.5,0.8000000000000114,11
Jasminum simplicifolium,native,22.5,25.30000000000001,28.19999999999999,16.80000000000001,2.8000000000000114,8
Josephinia imperatricis,native,25.30000000000001,26.599999999999966,29,22.099999999999966,1.2999999999999545,12
Juncus bufonius,native,11.599999999999966,21.69999999999999,28.5,6.300000000000011,10.100000000000023,77
Juncus caespiticius,native,13.599999999999966,15.800000000000011,23.899999999999977,10.399999999999977,2.2000000000000455,7
Juncus capitatus,introduced,12.800000000000011,18,28.5,6.300000000000011,5.199999999999989,10
Juncus kraussii,native,12.099999999999966,22.5,28.5,6.300000000000011,10.400000000000034,76
Juncus pallidus,native,11.599999999999966,18.5,28.399999999999977,6.300000000000011,6.900000000000034,60
Juncus pauciflorus,native,11.599999999999966,16.5,23.899999999999977,8.099999999999966,4.900000000000034,13
Juncus planifolius,native,12.800000000000011,22.5,30.099999999999966,6.300000000000011,9.699999999999989,14
Juncus procerus,native,13.199999999999989,14.300000000000011,20.19999999999999,9.5,1.1000000000000227,6
Kennedia prostrata,native,11.599999999999966,21.69999999999999,28.5,6.300000000000011,10.100000000000023,26
Kennedia rubicunda,native,15.599999999999966,21.30000000000001,25.80000000000001,7.699999999999989,5.7000000000000455,30
Kunzea ambigua,native,13.199999999999989,17.80000000000001,25.69999999999999,9.199999999999989,4.600000000000023,25
Kunzea glabrescens,native,18,18,28.5,10.099999999999966,0,8
Kunzea pulchella,native,16.30000000000001,16.599999999999966,21.30000000000001,12.099999999999966,0.2999999999999545,7
Lachnagrostis aemula,native,12.199999999999989,15.800000000000011,23.899999999999977,6.300000000000011,3.6000000000000227,20
Lachnagrostis billardierei,native,14.099999999999966,17.399999999999977,23.899999999999977,9.699999999999989,3.3000000000000114,12
Lachnagrostis filiformis,native,13.199999999999989,20.399999999999977,28.399999999999977,8.800000000000011,7.199999999999989,67
Lactuca saligna,introduced,15.800000000000011,20.399999999999977,27.599999999999966,10.699999999999989,4.599999999999966,9
Lactuca serriola,introduced,15.800000000000011,18.599999999999966,27,11.599999999999966,2.7999999999999545,6
Lagenophora stipitata,native,12.199999999999989,15.800000000000011,23.899999999999977,8.5,3.6000000000000227,15
Lagunaria patersonia,native,15.699999999999989,17.599999999999966,23.5,9.099999999999966,1.8999999999999773,7
Lagurus ovatus,introduced,14,18.599999999999966,28.5,7.800000000000011,4.599999999999966,74
Lantana camara,introduced,17.599999999999966,26.399999999999977,30.099999999999966,9.199999999999989,8.800000000000011,25
Lasiopetalum discolor,native,14.399999999999977,16.899999999999977,24.19999999999999,9.899999999999977,2.5,11
Lasiopetalum macrophyllum,native,13.199999999999989,17.80000000000001,25.69999999999999,9.199999999999989,4.600000000000023,7
Lawrencia spicata,native,14.399999999999977,18,28.399999999999977,9.899999999999977,3.6000000000000227,8
Lawrencia squamata,native,15.800000000000011,16.899999999999977,23.899999999999977,10.699999999999989,1.099999999999966,14
Leea novoguineensis,native,25.399999999999977,26.399999999999977,29,22.30000000000001,1,6
Leichhardtia rostrata,native,15.800000000000011,21.5,25.80000000000001,7.699999999999989,5.699999999999989,15
Leiocarpa supina,native,14.199999999999989,16.69999999999999,23.899999999999977,10.599999999999966,2.5,36
Lemna disperma,native,13.699999999999989,14.300000000000011,20.19999999999999,10.199999999999989,0.6000000000000227,6
Leontodon saxatilis,introduced,11.599999999999966,15.800000000000011,23.899999999999977,6.300000000000011,4.2000000000000455,20
Lepidium desvauxii,native,13.599999999999966,15.800000000000011,23.899999999999977,10.199999999999989,2.2000000000000455,7
Lepidium didymum,introduced,11.599999999999966,22.80000000000001,27,8.099999999999966,11.200000000000045,30
Lepidium englerianum,introduced,22.599999999999966,26.099999999999966,28.30000000000001,17.399999999999977,3.5,57
Lepidium foliosum,native,11.599999999999966,23.599999999999966,31.30000000000001,8.099999999999966,12,208
Lepidium hyssopifolium,native,14.099999999999966,16.80000000000001,20.599999999999966,10.199999999999989,2.7000000000000455,10
Lepidium linifolium,native,19.5,21.69999999999999,27.69999999999999,13.699999999999989,2.1999999999999886,6
Lepidium lyratogynum,native,19.5,22.099999999999966,30.399999999999977,13.599999999999966,2.599999999999966,16
Lepidium pseudoruderale,native,20.19999999999999,21.69999999999999,27.69999999999999,16.30000000000001,1.5,32
Lepidium pseudotasmanicum,native,11.599999999999966,16.599999999999966,23.099999999999966,8.099999999999966,5,7
Lepidium puberulum,native,19.5,22,27.399999999999977,13.5,2.5,30
Lepidium virginicum,introduced,22.5,22.899999999999977,30.099999999999966,17.80000000000001,0.39999999999997726,16
Lepidosperma angustatum,native,16.099999999999966,18.5,27.599999999999966,11.800000000000011,2.400000000000034,12
Lepidosperma concavum,native,12.199999999999989,15.800000000000011,23.899999999999977,6.300000000000011,3.6000000000000227,19
Lepidosperma elatius,native,11.599999999999966,18.599999999999966,24.30000000000001,8.099999999999966,7,9
Lepidosperma filiforme,native,12.300000000000011,14,20.19999999999999,6.899999999999977,1.6999999999999886,6
Lepidosperma gladiatum,native,11.599999999999966,19.5,27.599999999999966,6.899999999999977,7.900000000000034,96
Lepidosperma laterale,native,12.300000000000011,24.5,30.099999999999966,9.099999999999966,12.199999999999989,14
Lepidosperma longitudinale,native,12.399999999999977,22.5,30.099999999999966,6.899999999999977,10.100000000000023,13
Lepidosperma viscidum,native,15.399999999999977,16.5,23.899999999999977,9.699999999999989,1.1000000000000227,6
Leptecophylla abietina,native,11.599999999999966,12.199999999999989,17.099999999999966,8,0.6000000000000227,10
Leptecophylla juniperina,native,11.599999999999966,14.599999999999966,21.19999999999999,6.300000000000011,3,39
Leptinella longipes,native,11.599999999999966,14.199999999999989,20.19999999999999,8.099999999999966,2.6000000000000227,6
Leptinella reptans,native,11.599999999999966,15.599999999999966,21.19999999999999,6.300000000000011,4,15
Leptocarpus tenax,native,12.399999999999977,22.5,30.099999999999966,7.300000000000011,10.100000000000023,10
Leptosema uniflorum,native,26.599999999999966,26.599999999999966,29.19999999999999,22.899999999999977,0,6
Leptosema villosum,native,26.599999999999966,26.599999999999966,29.19999999999999,22.899999999999977,0,6
Leptospermum glaucescens,native,11.599999999999966,14.599999999999966,21.19999999999999,7.300000000000011,3,19
Leptospermum laevigatum,native,13.599999999999966,22.5,30.099999999999966,8.800000000000011,8.900000000000034,44
Leptospermum lanigerum,native,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,8
Leptospermum scoparium,native,11.599999999999966,14.599999999999966,21.19999999999999,6.300000000000011,3,45
Lepturus repens,native,21,27.399999999999977,29.69999999999999,14.599999999999966,6.399999999999977,192
Leucaena leucocephala,introduced,21.30000000000001,27.19999999999999,30.5,15.599999999999966,5.899999999999977,16
Leucophyta brownii,native,13.199999999999989,21.30000000000001,29.599999999999966,9.5,8.100000000000023,156
Leucopogon affinis,native,14,15.800000000000011,23.899999999999977,9.899999999999977,1.8000000000000114,8
Leucopogon collinus,native,12.099999999999966,14.099999999999966,20.19999999999999,8,2,10
Leucopogon ericoides,native,12.099999999999966,21.30000000000001,27.399999999999977,8.5,9.200000000000045,13
Leucopogon insularis,native,18.5,20.399999999999977,27.599999999999966,11.800000000000011,1.8999999999999773,12
Leucopogon obovatus,native,15.599999999999966,23.599999999999966,27.30000000000001,10.5,8,30
Leucopogon parviflorus,native,11.599999999999966,22.5,30.099999999999966,6.300000000000011,10.900000000000034,155
Lilaeopsis polyantha,native,12.199999999999989,16.5,23.899999999999977,6.300000000000011,4.300000000000011,28
Limosella australis,native,13.599999999999966,21.69999999999999,27.69999999999999,10.300000000000011,8.100000000000023,17
Lindernia clausa,native,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137,8
Lindsaea ensifolia,native,21.30000000000001,27.399999999999977,31.80000000000001,15.599999999999966,6.099999999999966,13
Lindsaea linearis,native,12.199999999999989,15.800000000000011,23.899999999999977,8.5,3.6000000000000227,8
Lissanthe strigosa,native,12.199999999999989,15.800000000000011,23.899999999999977,6.300000000000011,3.6000000000000227,7
Lithomyrtus retusa,native,26.19999999999999,26.69999999999999,29.19999999999999,22.80000000000001,0.5,17
Litsea glutinosa,native,23.399999999999977,27.399999999999977,35.10000000000002,17.599999999999966,4,27
Livistona decora,native,21,24.5,30.099999999999966,14.399999999999977,3.5,8
Livistona humilis,native,26.5,26.69999999999999,29.19999999999999,22.80000000000001,0.19999999999998863,11
Lobelia anceps,native,11.599999999999966,23.599999999999966,28.5,6.300000000000011,12,151
Lobelia gibbosa,native,13.199999999999989,22.5,30.099999999999966,9.5,9.300000000000011,7
Lobelia irrigua,native,13.599999999999966,15.800000000000011,23.899999999999977,10.199999999999989,2.2000000000000455,8
Lobelia purpurascens,native,16.399999999999977,22.5,30.099999999999966,9.099999999999966,6.100000000000023,8
Lobelia tenuior,native,15.399999999999977,18.5,28.5,9.699999999999989,3.1000000000000227,9
Lolium loliaceum,introduced,13.699999999999989,20.399999999999977,28.099999999999966,9.599999999999966,6.699999999999989,51
Lolium perenne,introduced,11.599999999999966,22.5,30.099999999999966,8.099999999999966,10.900000000000034,65
Lolium rigidum,introduced,12.199999999999989,22.5,30.099999999999966,8.5,10.300000000000011,78
Lolium temulentum,introduced,15.800000000000011,20.30000000000001,24.099999999999966,11.399999999999977,4.5,11
Lomandra confertifolia,native,17.80000000000001,23.69999999999999,30.099999999999966,9.199999999999989,5.899999999999977,7
Lomandra filiformis,native,21,24.5,30.099999999999966,14.399999999999977,3.5,6
Lomandra longifolia,native,12.199999999999989,25.399999999999977,29.69999999999999,6.300000000000011,13.199999999999989,46
Lomandra multiflora,native,21,26.30000000000001,30.099999999999966,14.399999999999977,5.300000000000011,9
Lomandra rigida,native,16.30000000000001,16.69999999999999,23.399999999999977,10.599999999999966,0.39999999999997726,8
Lophostemon confertus,native,21,24.5,30.099999999999966,14.399999999999977,3.5,9
Lophostemon grandiflorus,native,23.69999999999999,27.399999999999977,33,17.899999999999977,3.6999999999999886,13
Lophostemon suaveolens,native,21,26.399999999999977,29.69999999999999,14.399999999999977,5.399999999999977,8
Lotus angustissimus,native,18,18,28.5,10.099999999999966,0,6
Lotus cruentus,native,21.099999999999966,22.099999999999966,30.399999999999977,15.399999999999977,1,8
Lotus subbiflorus,introduced,14.300000000000011,18,28.5,10.099999999999966,3.6999999999999886,8
Ludwigia octovalvis,native,21,27.399999999999977,30.30000000000001,14.399999999999977,6.399999999999977,14
Ludwigia perennis,native,26.599999999999966,28.30000000000001,35.19999999999999,19.80000000000001,1.7000000000000455,13
Lumnitzera littorea,native,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773,6
Lumnitzera racemosa,native,22.5,26.69999999999999,30.099999999999966,16.80000000000001,4.199999999999989,31
Lupinus cosentinii,introduced,18,22.099999999999966,30.399999999999977,10.099999999999966,4.099999999999966,7
Luvunga monophylla,native,26.30000000000001,27.30000000000001,31,21.80000000000001,1,22
Luzula densiflora,native,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,8
Luzula flaccida,native,11.599999999999966,14.599999999999966,21.19999999999999,8.099999999999966,3,7
Lycium australe,native,16.099999999999966,17.099999999999966,24.19999999999999,9.599999999999966,1,26
Lycium ferocissimum,introduced,12.800000000000011,22.099999999999966,30.399999999999977,6.300000000000011,9.299999999999955,174
Lycopodiella lateralis,native,11.599999999999966,21.5,25.80000000000001,8.099999999999966,9.900000000000034,11
Lycopodium deuterodensum,native,12.300000000000011,14,20.19999999999999,6.899999999999977,1.6999999999999886,6
Lygodium flexuosum,native,25.399999999999977,27.30000000000001,30,22.599999999999966,1.900000000000034,7
Lygodium microphyllum,native,22.5,27.399999999999977,35.10000000000002,16.80000000000001,4.899999999999977,9
Lysiana casuarinae,native,18,18,28.5,10.099999999999966,0,9
Lysimachia arvensis,introduced,11.599999999999966,22.5,30.099999999999966,6.300000000000011,10.900000000000034,173
Lythrum hyssopifolia,native,14,18,28.399999999999977,10.199999999999989,4,7
Macaranga involucrata,native,23.399999999999977,26.30000000000001,29.69999999999999,17.899999999999977,2.900000000000034,6
Macaranga tanarius,native,21,26.69999999999999,30.099999999999966,14.399999999999977,5.699999999999989,28
Machaerina acuta,native,13.199999999999989,15.800000000000011,23.899999999999977,9.5,2.6000000000000227,9
Machaerina arthrophylla,native,13.599999999999966,21.30000000000001,25.80000000000001,10.399999999999977,7.7000000000000455,6
Machaerina juncea,native,12.099999999999966,22.5,28.5,8.199999999999989,10.400000000000034,26
Machaerina rubiginosa,native,14.199999999999989,23.69999999999999,30.099999999999966,10.399999999999977,9.5,6
Maclura cochinchinensis,native,21,25.599999999999966,29.69999999999999,14.599999999999966,4.599999999999966,7
Macroptilium atropurpureum,introduced,22.5,27.399999999999977,34.5,16.80000000000001,4.899999999999977,15
Macroptilium lathyroides,introduced,21.30000000000001,27.19999999999999,30.5,15.599999999999966,5.899999999999977,8
Macrozamia riedlei,native,18,18,28.5,10.099999999999966,0,13
Maireana brevifolia,native,16.099999999999966,16.899999999999977,22,11.199999999999989,0.8000000000000114,7
Maireana oppositifolia,native,15.599999999999966,22.099999999999966,30.399999999999977,9.5,6.5,54
Malaisia scandens,native,21,27.5,35.10000000000002,14.399999999999977,6.5,56
Mallotus nesophilus,native,24.5,27.5,32.69999999999999,17.899999999999977,3,12
Mallotus philippensis,native,21,26.599999999999966,29.69999999999999,14.399999999999977,5.599999999999966,17
Malva arborea,introduced,12.300000000000011,18.599999999999966,27.599999999999966,9.099999999999966,6.2999999999999545,71
Malva parviflora,introduced,14.300000000000011,22.69999999999999,28.399999999999977,9.699999999999989,8.399999999999977,97
Malva preissiana,native,13.599999999999966,22.099999999999966,32,9.699999999999989,8.5,83
Malva pseudolavatera,native,18.399999999999977,21.30000000000001,27.5,11.5,2.900000000000034,8
Malva weinmanniana,native,14.099999999999966,23.599999999999966,31.30000000000001,8.800000000000011,9.5,312
Malvastrum americanum,native,16,26.599999999999966,30.5,9.5,10.599999999999966,12
Malvastrum coromandelianum,native,21,26.399999999999977,30.099999999999966,14.399999999999977,5.399999999999977,25
Mangifera indica,introduced,21,26.399999999999977,30.099999999999966,14.399999999999977,5.399999999999977,18
Manihot esculenta,introduced,26.19999999999999,26.399999999999977,29.30000000000001,24,0.19999999999998863,10
Manilkara kauki,native,25.30000000000001,26.399999999999977,29.30000000000001,21.69999999999999,1.099999999999966,44
Maranthes corymbosa,native,26.19999999999999,26.69999999999999,29.19999999999999,22.899999999999977,0.5,14
Marrubium vulgare,introduced,12.800000000000011,22.5,26.599999999999966,6.300000000000011,9.699999999999989,27
Medicago arabica,introduced,14.399999999999977,17.19999999999999,26.69999999999999,9.5,2.8000000000000114,8
Medicago lupulina,introduced,14.099999999999966,22.5,30.099999999999966,9.699999999999989,8.400000000000034,7
Medicago polymorpha,introduced,11.599999999999966,20.399999999999977,28.5,8.099999999999966,8.800000000000011,94
Megathyrsus maximus,introduced,21.30000000000001,26.399999999999977,30.099999999999966,15.599999999999966,5.099999999999966,23
Melaleuca armillaris,native,13.599999999999966,16.099999999999966,24.399999999999977,7.699999999999989,2.5,10
Melaleuca cajuputi,native,26.30000000000001,26.599999999999966,30.5,22.099999999999966,0.2999999999999545,8
Melaleuca cuticularis,native,15.399999999999977,18,28.5,9.699999999999989,2.6000000000000227,15
Melaleuca dealbata,native,22.5,28.30000000000001,35.19999999999999,16.80000000000001,5.800000000000011,11
Melaleuca ericifolia,native,12.300000000000011,15.599999999999966,21.19999999999999,6.899999999999977,3.2999999999999545,36
Melaleuca gibbosa,native,12.199999999999989,15.800000000000011,23.899999999999977,8.5,3.6000000000000227,7
Melaleuca globifera,native,16.30000000000001,16.69999999999999,22.5,11.300000000000011,0.39999999999997726,10
Melaleuca halmaturorum,native,15.699999999999989,16.30000000000001,23.899999999999977,9.800000000000011,0.6000000000000227,8
Melaleuca huegelii,native,16.69999999999999,21.69999999999999,27.69999999999999,11.800000000000011,5,8
Melaleuca incana,native,18,18,28.5,10.099999999999966,0,6
Melaleuca lanceolata,native,15.5,21.69999999999999,27.69999999999999,9.5,6.199999999999989,38
Melaleuca leucadendra,native,23.399999999999977,28.30000000000001,35.19999999999999,17.899999999999977,4.900000000000034,30
Melaleuca nervosa,native,22.5,27.399999999999977,30.5,16.80000000000001,4.899999999999977,14
Melaleuca osullivanii,native,18,18,28.5,10.099999999999966,0,7
Melaleuca quinquenervia,native,18.599999999999966,26.30000000000001,30.099999999999966,11.899999999999977,7.7000000000000455,10
Melaleuca rhaphiophylla,native,15.399999999999977,18,28.5,9.699999999999989,2.6000000000000227,13
Melaleuca squamea,native,12.099999999999966,15.800000000000011,23.899999999999977,8.199999999999989,3.7000000000000455,7
Melaleuca squarrosa,native,11.599999999999966,14.199999999999989,20.19999999999999,6.899999999999977,2.6000000000000227,18
Melaleuca viminea,native,18,18,28.5,10.099999999999966,0,15
Melaleuca viridiflora,native,22.5,28.30000000000001,35.19999999999999,16.80000000000001,5.800000000000011,44
Melastoma malabathricum,native,23.69999999999999,26.399999999999977,29,18.399999999999977,2.6999999999999886,6
Melhania oblongifolia,native,23.69999999999999,27.399999999999977,35.10000000000002,17.599999999999966,3.6999999999999886,26
Melia azedarach,native,16.399999999999977,27.399999999999977,34.5,9.099999999999966,11,12
Melilotus indicus,introduced,13.599999999999966,21.30000000000001,29.599999999999966,9.599999999999966,7.7000000000000455,149
Melinis repens,introduced,21,27.19999999999999,30.5,14.599999999999966,6.199999999999989,24
Melochia umbellata,native,27.099999999999966,27.399999999999977,31.399999999999977,21.80000000000001,0.30000000000001137,6
Memecylon pauciflorum,native,23.399999999999977,27.19999999999999,33,17.899999999999977,3.8000000000000114,26
Mesembryanthemum crystallinum,introduced,14.399999999999977,22.099999999999966,32,8.800000000000011,7.699999999999989,360
Mesosphaerum suaveolens,native,22.5,27.19999999999999,33,16.80000000000001,4.699999999999989,18
Microlaena stipoides,native,13.199999999999989,18.599999999999966,28.5,7.699999999999989,5.399999999999977,21
Micromelum minutum,native,22.599999999999966,27.5,32.19999999999999,17.399999999999977,4.900000000000034,60
Microsorum grossum,native,22.5,26.399999999999977,30.099999999999966,16.80000000000001,3.8999999999999773,7
Microsorum punctatum,native,21.30000000000001,26.399999999999977,30.099999999999966,15.599999999999966,5.099999999999966,8
Microstachys chamaelea,native,24.5,27.399999999999977,35.10000000000002,17.599999999999966,2.8999999999999773,23
Microtis arenaria,native,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,9
Microtis media,native,18,20.399999999999977,28.399999999999977,10.199999999999989,2.3999999999999773,6
Microtis unifolia,native,11.599999999999966,18,28.5,8.099999999999966,6.400000000000034,54
Miliusa brahei,native,23.5,26.599999999999966,29,18.399999999999977,3.099999999999966,7
Millettia pinnata,native,22.5,26.599999999999966,29.69999999999999,16.80000000000001,4.099999999999966,24
Millotia myosotidifolia,native,15.800000000000011,22,28.5,10.099999999999966,6.199999999999989,13
Mimosa pudica,introduced,23.399999999999977,26.399999999999977,29.30000000000001,18.30000000000001,3,8
Mimusops elengi,native,23.399999999999977,27.5,35.10000000000002,17.599999999999966,4.100000000000023,61
Minuartia mediterranea,introduced,13.599999999999966,18.599999999999966,24.80000000000001,9.899999999999977,5,6
Mitrasacme connata,native,26.599999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.8000000000000114,8
Mitrasacme nidulifera,native,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137,6
Mitrasacme pilosa,native,12.199999999999989,14,20.19999999999999,8.5,1.8000000000000114,6
Mitrasacme scrithicola,native,27.099999999999966,27.399999999999977,32.39999999999998,20.099999999999966,0.30000000000001137,7
Mnesithea formosa,native,23.69999999999999,27.399999999999977,33,18.399999999999977,3.6999999999999886,10
Mnesithea rottboellioides,native,23.69999999999999,27.399999999999977,35.10000000000002,17.599999999999966,3.6999999999999886,21
Monopsis debilis,introduced,15.800000000000011,18,28.5,10.099999999999966,2.1999999999999886,6
Monotoca elliptica,native,12.099999999999966,18.599999999999966,24.30000000000001,8.5,6.5,23
Monotoca glauca,native,11.599999999999966,14.599999999999966,21.19999999999999,6.899999999999977,3,19
Montia australasica,native,14,15.800000000000011,23.899999999999977,9.699999999999989,1.8000000000000114,9
Moraea flaccida,introduced,14,18.599999999999966,28.5,10.099999999999966,4.599999999999966,8
Moraea miniata,native,18.5,18.599999999999966,27.599999999999966,11.800000000000011,0.0999999999999659,6
Morinda citrifolia,native,23.399999999999977,27.399999999999977,34.10000000000002,17.899999999999977,4,46
Mucuna gigantea,native,21.5,26.69999999999999,30.099999999999966,16.19999999999999,5.199999999999989,21
Mucuna pruriens,native,23.399999999999977,26.399999999999977,28.30000000000001,18.30000000000001,3,6
Muehlenbeckia adpressa,native,13.199999999999989,18.399999999999977,27.5,7.800000000000011,5.199999999999989,116
Muehlenbeckia gunnii,native,12.399999999999977,17.099999999999966,25.899999999999977,7.300000000000011,4.699999999999989,44
Muellerargia timorensis,native,26.19999999999999,26.399999999999977,28.80000000000001,24.19999999999999,0.19999999999998863,9
Muellerolimon salicorniaceum,native,20.19999999999999,25,32,14.800000000000011,4.800000000000011,49
Murdannia graminea,native,22.5,27.399999999999977,34.10000000000002,16.80000000000001,4.899999999999977,17
Murraya paniculata,native,21,27.5,35.10000000000002,14.399999999999977,6.5,42
Musa acuminata,introduced,21,27.399999999999977,34.5,14.399999999999977,6.399999999999977,7
Myoporum acuminatum,native,16.099999999999966,26.69999999999999,29.69999999999999,7.699999999999989,10.600000000000023,60
Myoporum boninense,native,15.699999999999989,25.399999999999977,27.80000000000001,7.399999999999977,9.699999999999989,26
Myoporum caprarioides,native,18,18.599999999999966,28.5,10.099999999999966,0.5999999999999659,16
Myoporum insulare,native,11.599999999999966,22,29.899999999999977,6.300000000000011,10.400000000000034,389
Myoporum montanum,native,21.5,27.30000000000001,30.599999999999966,16.19999999999999,5.800000000000011,6
Myosotis australis,native,13.199999999999989,18.599999999999966,27.599999999999966,9.5,5.399999999999977,12
Myristica insipida,native,24.69999999999999,27.099999999999966,30,21,2.3999999999999773,17
Myrsine variabilis,native,18.099999999999966,24.5,30.099999999999966,10.699999999999989,6.400000000000034,8
Narcissus tazetta,introduced,11.599999999999966,18.599999999999966,28.5,8.099999999999966,7,7
Nematolepis squamea,native,12.099999999999966,14,20.19999999999999,6.899999999999977,1.900000000000034,12
Neobassia astrocarpa,native,21.899999999999977,27.30000000000001,30.599999999999966,15.399999999999977,5.400000000000034,13
Neololeba atra,native,26.19999999999999,26.399999999999977,28.80000000000001,24.19999999999999,0.19999999999998863,7
Nephrolepis hirsutula,native,21,25.399999999999977,30.099999999999966,14.399999999999977,4.399999999999977,6
