species_work,status,lower_limit,upper_limit,upper_limit_max,lower_limit_min,diff,n
Citrullus amarus,native,15.699999999999989,26.399999999999977,29.30000000000001,9.800000000000011,10.699999999999989,7
Citrus x limon,native,21,26.30000000000001,30.099999999999966,14.399999999999977,5.300000000000011,6
Claoxylon hillii,native,24.69999999999999,27.399999999999977,35.10000000000002,17.599999999999966,2.6999999999999886,7
Claoxylon tenerifolium,native,23.399999999999977,26.69999999999999,29.69999999999999,17.899999999999977,3.3000000000000114,9
Cleistanthus peninsularis,native,26.19999999999999,26.399999999999977,28.80000000000001,24.19999999999999,0.19999999999998863,6
Cleistochloa subjuncea,native,21,26.30000000000001,30.099999999999966,14.399999999999977,5.300000000000011,6
Clematicissus opaca,native,21,26.30000000000001,29.69999999999999,14.599999999999966,5.300000000000011,9
Clematis aristata,native,12.099999999999966,14.199999999999989,20.899999999999977,6.899999999999977,2.1000000000000227,8
Clematis glycinoides,native,15.699999999999989,21,27.399999999999977,7.800000000000011,5.300000000000011,10
Clematis linearifolia,native,18.399999999999977,21.19999999999999,27.5,11.5,2.8000000000000114,21
Clematis microphylla,native,13.599999999999966,21.69999999999999,27.69999999999999,9.5,8.100000000000023,54
Clematis pubescens,native,15.599999999999966,16.69999999999999,22.5,10.699999999999989,1.1000000000000227,11
Clerodendrum costatum,native,24.5,26.69999999999999,29.69999999999999,17.899999999999977,2.1999999999999886,11
Clerodendrum floribundum,native,21,28.30000000000001,35.19999999999999,14.399999999999977,7.300000000000011,40
Clerodendrum inerme,native,21,26.69999999999999,30.099999999999966,14.399999999999977,5.699999999999989,68
Clerodendrum longiflorum,native,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773,7
Clerodendrum tomentosum,native,17.80000000000001,27.399999999999977,32.69999999999999,9.199999999999989,9.599999999999966,10
Clitoria ternatea,introduced,24.5,27.399999999999977,34.5,17.899999999999977,2.8999999999999773,15
Cochlospermum fraseri,native,26.599999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.8000000000000114,11
Cochlospermum gillivraei,native,23.69999999999999,26.69999999999999,29.69999999999999,17.899999999999977,3,14
Cocos nucifera,native,22.5,26.69999999999999,29.69999999999999,16.80000000000001,4.199999999999989,47
Coelospermum reticulatum,native,23.69999999999999,26.599999999999966,29.69999999999999,17.899999999999977,2.8999999999999773,8
Colobanthus apetalus,native,11.599999999999966,14.300000000000011,20.19999999999999,6.899999999999977,2.7000000000000455,17
Colubrina asiatica,native,23.399999999999977,26.69999999999999,29.69999999999999,17.899999999999977,3.3000000000000114,60
Comesperma calymega,native,13.199999999999989,15.800000000000011,23.899999999999977,9.5,2.6000000000000227,6
Comesperma integerrimum,native,18,18.599999999999966,28.399999999999977,10.199999999999989,0.5999999999999659,15
Comesperma retusum,native,13.599999999999966,22.5,30.099999999999966,10.399999999999977,8.900000000000034,7
Comesperma secundum,native,26.5,27.19999999999999,30.5,22.5,0.6999999999999886,10
Comesperma volubile,native,11.599999999999966,17.19999999999999,26.69999999999999,6.300000000000011,5.600000000000023,33
Commelina benghalensis,introduced,21.30000000000001,26.399999999999977,30.099999999999966,15.599999999999966,5.099999999999966,7
Commelina cyanea,native,16.399999999999977,24.5,29.69999999999999,9,8.100000000000023,29
Commelina diffusa,native,22.5,26.399999999999977,30.099999999999966,17.80000000000001,3.8999999999999773,11
Commelina ensifolia,native,22.5,28.30000000000001,35.19999999999999,16.80000000000001,5.800000000000011,35
Commelina undulata,native,24.599999999999966,26.099999999999966,28.5,20.099999999999966,1.5,11
Commicarpus australis,native,21.099999999999966,25.599999999999966,30.399999999999977,15.399999999999977,4.5,14
Commicarpus insularum,native,22.599999999999966,22.899999999999977,26.5,17.399999999999977,0.30000000000001137,23
Conostylis aculeata,native,18,18,28.5,10.099999999999966,0,9
Conostylis candicans,native,18.399999999999977,19.5,27.599999999999966,11.5,1.1000000000000227,20
Convolvulus erubescens,native,13.199999999999989,21.399999999999977,27.399999999999977,9.099999999999966,8.199999999999989,13
Coprosma quadrifida,native,12.199999999999989,14.300000000000011,20.19999999999999,6.899999999999977,2.1000000000000227,15
Coprosma repens,introduced,11.599999999999966,17.599999999999966,23.899999999999977,8.099999999999966,6,49
Corchorus aestuans,native,23.69999999999999,28.30000000000001,35.19999999999999,17.899999999999977,4.600000000000023,12
Corchorus sidoides,native,25,28.30000000000001,35.19999999999999,17.599999999999966,3.3000000000000114,11
Cordia dichotoma,native,22.5,26.599999999999966,29.69999999999999,16.80000000000001,4.099999999999966,11
Cordia subcordata,native,22.599999999999966,27.399999999999977,30.599999999999966,17.399999999999977,4.800000000000011,112
Coronidium scorpioides,native,11.599999999999966,14.199999999999989,20,6.300000000000011,2.6000000000000227,10
Correa alba,native,11.599999999999966,18.599999999999966,24.30000000000001,6.300000000000011,7,86
Correa backhouseana,native,12.099999999999966,16.19999999999999,23.899999999999977,8,4.100000000000023,22
Correa reflexa,native,11.599999999999966,17.80000000000001,25.69999999999999,8.099999999999966,6.2000000000000455,47
Corymbia cadophora,native,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137,11
Corymbia clarksoniana,native,22.5,26.30000000000001,29.69999999999999,16.80000000000001,3.8000000000000114,6
Corymbia confertiflora,native,27.19999999999999,28.30000000000001,35.19999999999999,17.599999999999966,1.1000000000000227,10
Corymbia dendromerinx,native,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137,6
Corymbia disjuncta,native,26.5,27.399999999999977,32.39999999999998,20.099999999999966,0.8999999999999773,12
Corymbia ferruginea,native,26.5,28.30000000000001,35.19999999999999,19.80000000000001,1.8000000000000114,21
Corymbia greeniana,native,27.099999999999966,27.399999999999977,33,20.19999999999999,0.30000000000001137,10
Corymbia intermedia,native,21.5,24.5,30.099999999999966,16.19999999999999,3,7
Corymbia papillosa,native,26.5,27.399999999999977,31.599999999999966,22.19999999999999,0.8999999999999773,6
Corymbia polycarpa,native,24.5,28.30000000000001,35.19999999999999,17.599999999999966,3.8000000000000114,28
Corymbia polysciada,native,26.5,26.69999999999999,29.19999999999999,22.899999999999977,0.19999999999998863,20
Corymbia tessellaris,native,21.30000000000001,26.30000000000001,30.099999999999966,15.599999999999966,5,11
Corynotheca micrantha,native,16.399999999999977,21.69999999999999,28.5,10.099999999999966,5.300000000000011,12
Cotula australis,native,11.599999999999966,21.30000000000001,27,8.099999999999966,9.700000000000045,51
Cotula coronopifolia,introduced,12.800000000000011,18.599999999999966,28.5,6.300000000000011,5.7999999999999545,110
Cotula cotuloides,native,16.19999999999999,21.69999999999999,31.30000000000001,10.099999999999966,5.5,47
Cotula vulgaris,native,13.599999999999966,16.30000000000001,23.899999999999977,10.399999999999977,2.7000000000000455,18
Crassula closiana,native,15.800000000000011,18.599999999999966,27.599999999999966,11.5,2.7999999999999545,20
Crassula colorata,native,15.399999999999977,22,29.599999999999966,9.699999999999989,6.600000000000023,153
Crassula decumbens,native,13.599999999999966,18.599999999999966,28.5,9.899999999999977,5,33
Crassula exserta,native,14.5,20.399999999999977,29.599999999999966,10.599999999999966,5.899999999999977,23
Crassula glomerata,introduced,18,19,28.5,10.099999999999966,1,25
Crassula helmsii,native,13.199999999999989,15.800000000000011,23.899999999999977,9.5,2.6000000000000227,10
Crassula natans,introduced,14,18.599999999999966,28.5,10.099999999999966,4.599999999999966,15
Crassula peduncularis,native,14,16.69999999999999,23.899999999999977,10.199999999999989,2.6999999999999886,12
Crassula sieberiana,native,11.599999999999966,18.599999999999966,24.80000000000001,6.300000000000011,7,80
Crassula tetramera,native,11.599999999999966,21.30000000000001,27.399999999999977,8.099999999999966,9.700000000000045,66
Crinum arenarium,native,23.69999999999999,27.5,34.10000000000002,17.899999999999977,3.8000000000000114,12
Crinum pedunculatum,native,18.099999999999966,26.69999999999999,29.69999999999999,10.699999999999989,8.600000000000023,16
Crotalaria brevis,native,21,26.599999999999966,30.099999999999966,14.399999999999977,5.599999999999966,9
Crotalaria calycina,native,23.399999999999977,26.599999999999966,29.19999999999999,18.30000000000001,3.1999999999999886,6
Crotalaria goreensis,introduced,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773,8
Crotalaria medicaginea,native,22.5,27.5,34.5,16.80000000000001,5,20
Crotalaria montana,native,22.5,28.30000000000001,35.19999999999999,16.80000000000001,5.800000000000011,21
Crotalaria novae-hollandiae,native,25.599999999999966,27.399999999999977,35.10000000000002,17.599999999999966,1.8000000000000114,10
Crotalaria pallida,introduced,21,26.399999999999977,29.69999999999999,14.399999999999977,5.399999999999977,15
Crotalaria retusa,native,24.5,27.399999999999977,33,17.899999999999977,2.8999999999999773,14
Crotalaria verrucosa,native,27.099999999999966,28.30000000000001,35.19999999999999,19.80000000000001,1.2000000000000455,6
Croton arnhemicus,native,23.69999999999999,28.30000000000001,35.19999999999999,17.899999999999977,4.600000000000023,15
Croton habrophyllus,native,26.5,27.399999999999977,35.10000000000002,17.599999999999966,0.8999999999999773,22
Cryptandra intratropica,native,27.19999999999999,27.399999999999977,35.10000000000002,17.599999999999966,0.19999999999998863,8
Cryptocarya cunninghamii,native,24.69999999999999,27.19999999999999,35.10000000000002,17.599999999999966,2.5,11
Cryptocarya exfoliata,native,25.399999999999977,26.399999999999977,28.80000000000001,22.80000000000001,1,6
Cucumis althaeoides,native,22.5,27.399999999999977,34.5,16.80000000000001,4.899999999999977,31
Cucumis melo,native,26.399999999999977,28.30000000000001,35.19999999999999,19.80000000000001,1.900000000000034,8
Cucurbita pepo,introduced,17.599999999999966,22.69999999999999,26.5,11.599999999999966,5.100000000000023,10
Cullen badocanum,native,25.599999999999966,27.399999999999977,33,20.19999999999999,1.8000000000000114,21
Cupaniopsis anacardioides,native,18.599999999999966,27.099999999999966,30.5,11.899999999999977,8.5,29
Curculigo ensifolia,native,24.5,27.399999999999977,31.599999999999966,17.899999999999977,2.8999999999999773,6
Curcuma australasica,native,25.399999999999977,26.599999999999966,29.19999999999999,22.80000000000001,1.1999999999999886,9
Cyanthillium cinereum,native,16.599999999999966,27.5,32.19999999999999,9.599999999999966,10.900000000000034,33
Cyathea australis,native,12.399999999999977,16.5,23.399999999999977,7.300000000000011,4.100000000000023,12
Cyclophyllum coprosmoides,native,21,25.30000000000001,29.69999999999999,14.399999999999977,4.300000000000011,11
Cyclophyllum maritimum,native,25.399999999999977,26.399999999999977,29.30000000000001,22.80000000000001,1,10
Cyclosorus interruptus,native,21,26.399999999999977,29.69999999999999,14.399999999999977,5.399999999999977,7
Cyclospermum leptophyllum,native,17.599999999999966,22.80000000000001,30.099999999999966,11.599999999999966,5.2000000000000455,13
Cycnogeton procerum,native,13.199999999999989,21.30000000000001,28.5,9.5,8.100000000000023,9
Cymbonotus preissianus,native,13.599999999999966,15.800000000000011,23.899999999999977,9.899999999999977,2.2000000000000455,10
Cymbopogon ambiguus,native,21.19999999999999,27.19999999999999,33,15.5,6,19
Cymbopogon bombycinus,native,22.5,27.5,35.10000000000002,16.80000000000001,5,19
Cymbopogon procerus,native,25,27.399999999999977,32.69999999999999,20.5,2.3999999999999773,8
Cymbopogon refractus,native,17.80000000000001,26.599999999999966,30.099999999999966,9.199999999999989,8.799999999999955,15
Cynanchum puberulum,native,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137,7
Cynanchum viminale,native,20.19999999999999,27.5,35.10000000000002,14.599999999999966,7.300000000000011,77
Cynodon dactylon,native,14.5,28.30000000000001,35.19999999999999,9.099999999999966,13.800000000000011,99
Cynoglossum australe,native,13.199999999999989,20.399999999999977,24.30000000000001,9.5,7.199999999999989,9
Cynosurus echinatus,introduced,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,11
Cyperus aquatilis,native,21,27.399999999999977,32.69999999999999,14.399999999999977,6.399999999999977,16
Cyperus astartodes,native,27.099999999999966,28.30000000000001,35.19999999999999,17.599999999999966,1.2000000000000455,7
Cyperus bulbosus,native,21.69999999999999,27.5,30.5,15.399999999999977,5.800000000000011,6
Cyperus carinatus,native,27.099999999999966,27.399999999999977,34.5,19.099999999999966,0.30000000000001137,9
Cyperus castaneus,native,26.30000000000001,28.30000000000001,35.19999999999999,17.599999999999966,2,8
Cyperus conicus,native,21,27.5,35.10000000000002,14.399999999999977,6.5,16
Cyperus enervis,native,21,24.5,29.69999999999999,14.599999999999966,3.5,6
Cyperus gracilis,native,16.5,23.69999999999999,30.099999999999966,10.099999999999966,7.199999999999989,11
Cyperus haspan,native,21.30000000000001,27.30000000000001,35.10000000000002,15.599999999999966,6,7
Cyperus javanicus,native,22.5,27.5,33,16.80000000000001,5,25
Cyperus lucidus,native,14,26.399999999999977,30.099999999999966,11,12.399999999999977,8
Cyperus microcephalus,native,26.69999999999999,27.5,35.10000000000002,17.599999999999966,0.8000000000000114,18
Cyperus pedunculatus,native,23.5,26.399999999999977,29.69999999999999,17.899999999999977,2.8999999999999773,21
Cyperus polystachyos,native,16.5,27.399999999999977,34.5,10.5,10.899999999999977,21
Cyperus pulchellus,native,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137,9
Cyperus rotundus,introduced,16.30000000000001,26.399999999999977,30.099999999999966,11.199999999999989,10.099999999999966,13
Cyperus scaber,native,21,26.399999999999977,29.69999999999999,14.399999999999977,5.399999999999977,10
Cyperus scariosus,native,22.5,27.30000000000001,30.599999999999966,16.80000000000001,4.800000000000011,8
Cyperus squarrosus,native,23.69999999999999,27.5,35.10000000000002,17.599999999999966,3.8000000000000114,7
Cyperus stolonifer,native,21.30000000000001,26.399999999999977,29,15.599999999999966,5.099999999999966,12
Cyrtostylis reniformis,native,13.599999999999966,18.5,27.599999999999966,10.199999999999989,4.900000000000034,11
Cyrtostylis robusta,native,13.599999999999966,15.800000000000011,23.899999999999977,9.899999999999977,2.2000000000000455,7
Dactylis glomerata,introduced,11.599999999999966,15.800000000000011,23.899999999999977,7.300000000000011,4.2000000000000455,29
Dactyloctenium aegyptium,introduced,22.599999999999966,28.30000000000001,35.19999999999999,17.599999999999966,5.7000000000000455,28
Dactyloctenium radulans,native,22.5,27.399999999999977,34.5,16.80000000000001,4.899999999999977,8
Dalbergia densa,native,25.399999999999977,26.399999999999977,29.30000000000001,22.80000000000001,1,9
Dampiera stricta,native,13.199999999999989,14.599999999999966,21.19999999999999,9.5,1.3999999999999773,6
Dapsilanthus spathaceus,native,26.30000000000001,26.69999999999999,29.19999999999999,22.899999999999977,0.39999999999997726,15
Datura stramonium,introduced,15.800000000000011,22.5,30.099999999999966,11.5,6.699999999999989,8
Daucus glochidiatus,native,12.800000000000011,22.099999999999966,30.399999999999977,6.300000000000011,9.299999999999955,103
Davallia denticulata,native,23.69999999999999,26.399999999999977,29.69999999999999,17.899999999999977,2.6999999999999886,6
Davallia solida,native,17.80000000000001,26.30000000000001,30.099999999999966,9.199999999999989,8.5,7
Decaisnina angustata,native,26.30000000000001,27.399999999999977,30.599999999999966,21.80000000000001,1.099999999999966,7
Delairea odorata,introduced,14,17.599999999999966,23.399999999999977,9.099999999999966,3.599999999999966,8
Delonix regia,introduced,22.5,27.19999999999999,30.5,16.80000000000001,4.699999999999989,19
Dendrobium dicuphum,native,26.599999999999966,26.599999999999966,30.5,22.099999999999966,0,7
Dendrobium discolor,native,23.399999999999977,26.30000000000001,29.69999999999999,17.899999999999977,2.900000000000034,12
Dendrophthoe acacioides,native,27.099999999999966,28.30000000000001,35.19999999999999,19.80000000000001,1.2000000000000455,10
Dendrophthoe glabrescens,native,21,26.69999999999999,30.099999999999966,14.399999999999977,5.699999999999989,11
Dendrophthoe vitellina,native,21,24.5,30.099999999999966,14.399999999999977,3.5,6
Denhamia disperma,native,23.399999999999977,24.5,29.69999999999999,17.899999999999977,1.1000000000000227,6
Denhamia obscura,native,26.5,27.5,35.10000000000002,17.599999999999966,1,20
Derris trifoliata,native,23.399999999999977,26.399999999999977,29.69999999999999,17.899999999999977,3,18
Desmodium rhytidophyllum,native,21,24.5,30.099999999999966,14.399999999999977,3.5,9
Desmodium scorpiurus,introduced,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773,6
Desmodium tortuosum,introduced,21,27.19999999999999,30.5,14.399999999999977,6.199999999999989,18
Deyeuxia quadriseta,native,12.399999999999977,17.599999999999966,23.899999999999977,6.300000000000011,5.199999999999989,9
Dianella brevicaulis,native,11.599999999999966,15.800000000000011,23.899999999999977,6.300000000000011,4.2000000000000455,38
Dianella caerulea,native,16.399999999999977,26.30000000000001,30.099999999999966,9.099999999999966,9.900000000000034,19
Dianella congesta,native,16.599999999999966,22.5,30.099999999999966,9.599999999999966,5.900000000000034,9
Dianella longifolia,native,16.5,26.30000000000001,29.69999999999999,9,9.800000000000011,10
Dianella odorata,native,26.30000000000001,26.69999999999999,29.19999999999999,22.899999999999977,0.39999999999997726,7
Dianella revoluta,native,11.599999999999966,22,28.5,6.899999999999977,10.400000000000034,163
Dianella tasmanica,native,11.599999999999966,14.399999999999977,20.19999999999999,6.300000000000011,2.8000000000000114,38
Dichanthium sericeum,native,21.30000000000001,27.399999999999977,31.599999999999966,15.599999999999966,6.099999999999966,7
Dichelachne crinita,native,11.599999999999966,22.5,30.099999999999966,6.300000000000011,10.900000000000034,75
Dichelachne micrantha,native,12.399999999999977,17.80000000000001,25.69999999999999,6.899999999999977,5.400000000000034,9
Dichondra repens,native,11.599999999999966,18.599999999999966,27.599999999999966,6.300000000000011,7,141
Dichopogon capillipes,native,18,18,28.5,10.099999999999966,0,8
Dicksonia antarctica,native,11.599999999999966,14.599999999999966,21.19999999999999,7.300000000000011,3,22
Dicliptera armata,native,27.099999999999966,28.30000000000001,35.19999999999999,17.599999999999966,1.2000000000000455,14
Dicranopteris linearis,native,21,26.69999999999999,30.099999999999966,14.399999999999977,5.699999999999989,8
Digitaria bicornis,native,22.69999999999999,27.399999999999977,34.5,17.899999999999977,4.699999999999989,12
Digitaria ciliaris,introduced,15.800000000000011,27.5,34.5,10.5,11.699999999999989,36
Digitaria ctenantha,native,24.80000000000001,26.69999999999999,29.899999999999977,20.399999999999977,1.8999999999999773,16
Dillenia alata,native,26.19999999999999,26.69999999999999,29.19999999999999,22.899999999999977,0.5,8
Dillwynia glaberrima,native,12.099999999999966,22.5,30.099999999999966,8,10.400000000000034,14
Dimeria ornithopoda,native,25.399999999999977,27.399999999999977,35.10000000000002,17.599999999999966,2,7
Dinebra neesii,native,13.199999999999989,27.399999999999977,30.5,9.5,14.199999999999989,7
Dioscorea bulbifera,native,21.30000000000001,27.399999999999977,35.10000000000002,15.599999999999966,6.099999999999966,24
Dioscorea esculenta,native,26.19999999999999,26.399999999999977,29,24.19999999999999,0.19999999999998863,8
Dioscorea transversa,native,21.5,27.399999999999977,35.10000000000002,16.19999999999999,5.899999999999977,28
Diospyros compacta,native,23.399999999999977,26.69999999999999,29.30000000000001,18.30000000000001,3.3000000000000114,31
Diospyros geminata,native,21.30000000000001,26.399999999999977,30.099999999999966,15.599999999999966,5.099999999999966,10
Diospyros hebecarpa,native,25.399999999999977,26.399999999999977,29,22.80000000000001,1,10
Diospyros humilis,native,24.69999999999999,26.599999999999966,30.5,21,1.8999999999999773,11
Diospyros maritima,native,24.599999999999966,27.5,35.10000000000002,17.599999999999966,2.900000000000034,85
Diplachne fusca,native,21,28.30000000000001,35.19999999999999,14.399999999999977,7.300000000000011,6
Diplocyclos palmatus,native,22.69999999999999,26.599999999999966,29.69999999999999,17.899999999999977,3.8999999999999773,18
Diplolaena dampieri,native,16.69999999999999,20.399999999999977,27.599999999999966,11.800000000000011,3.6999999999999886,16
Diplolaena grandiflora,native,20.19999999999999,22,27.69999999999999,15.5,1.8000000000000114,37
Disa bracteata,introduced,16.399999999999977,18,28.5,10.099999999999966,1.6000000000000227,7
Dischisma arenarium,introduced,16.19999999999999,20.399999999999977,29.599999999999966,10.099999999999966,4.199999999999989,41
Disphyma crassifolium,native,12.800000000000011,21.69999999999999,30,6.300000000000011,8.899999999999977,254
Dissocarpus biflorus,native,16.099999999999966,16.899999999999977,21.69999999999999,11.199999999999989,0.8000000000000114,16
Distichlis distichophylla,native,12.099999999999966,16.69999999999999,24,6.300000000000011,4.600000000000023,86
Distimake quinatus,native,25.399999999999977,27.399999999999977,32.69999999999999,21,2,11
Dittrichia graveolens,introduced,15.800000000000011,18.599999999999966,28.5,10.099999999999966,2.7999999999999545,24
Dodonaea aptera,native,16.69999999999999,21.69999999999999,27.69999999999999,11.800000000000011,5,20
Dodonaea hispidula,native,26.5,28.30000000000001,35.19999999999999,17.599999999999966,1.8000000000000114,44
Dodonaea inaequifolia,native,20.399999999999977,21.69999999999999,27.69999999999999,16.599999999999966,1.3000000000000114,9
Dodonaea lanceolata,native,23.399999999999977,27.399999999999977,32.69999999999999,17.899999999999977,4,18
Dodonaea viscosa,native,11.599999999999966,27.099999999999966,30.399999999999977,6.300000000000011,15.5,80
Dolichandrone heterophylla,native,26.599999999999966,27.399999999999977,32.69999999999999,20.099999999999966,0.8000000000000114,11
Doryopteris concolor,native,23.399999999999977,26.19999999999999,29.69999999999999,17.899999999999977,2.8000000000000114,6
Dracaena angustifolia,native,24.80000000000001,26.399999999999977,28.80000000000001,21.30000000000001,1.599999999999966,15
Dracaena trifasciata,native,21.30000000000001,26.399999999999977,30.099999999999966,15.599999999999966,5.099999999999966,10
Drosera auriculata,native,12.199999999999989,17.80000000000001,25.69999999999999,8.5,5.600000000000023,10
Drosera binata,native,13.199999999999989,22.5,30.099999999999966,9.5,9.300000000000011,7
Drosera burmanni,native,23.69999999999999,27.399999999999977,35.10000000000002,17.599999999999966,3.6999999999999886,9
Drosera finlaysoniana,native,22.5,28.30000000000001,35.19999999999999,17.80000000000001,5.800000000000011,7
Drosera glanduligera,native,15.800000000000011,18,28.5,10.099999999999966,2.1999999999999886,7
Drosera peltata,native,12.599999999999966,22.5,30.099999999999966,8.5,9.900000000000034,12
Drosera pygmaea,native,12.099999999999966,22.5,30.099999999999966,8.199999999999989,10.400000000000034,12
Drosera spatulata,native,13.199999999999989,26.30000000000001,30.099999999999966,9.5,13.100000000000023,7
Drymophila cyanocarpa,native,11.599999999999966,14,20.19999999999999,6.899999999999977,2.400000000000034,20
Drynaria quercifolia,native,25.30000000000001,26.69999999999999,29.19999999999999,22.19999999999999,1.3999999999999773,10
Drynaria rigidula,native,21,24.80000000000001,30.099999999999966,14.399999999999977,3.8000000000000114,10
Drynaria sparsisora,native,22.5,26.399999999999977,29.69999999999999,16.80000000000001,3.8999999999999773,9
Drypetes deplanchei,native,22.5,27.5,33,16.80000000000001,5,82
Dysphania melanocarpa,native,16.19999999999999,22.099999999999966,30.399999999999977,11.5,5.899999999999977,6
Dysphania plantaginella,native,20.399999999999977,25,30.399999999999977,15.399999999999977,4.600000000000023,7
Dysphania pumilio,native,14.099999999999966,16.5,23.899999999999977,9.699999999999989,2.400000000000034,16
Echinochloa colona,native,24.5,28.30000000000001,35.19999999999999,17.899999999999977,3.8000000000000114,9
Echinopogon ovatus,native,11.599999999999966,17.399999999999977,23.899999999999977,8.099999999999966,5.800000000000011,7
Ectrosia agrostoides,native,25.399999999999977,28.30000000000001,35.19999999999999,19.80000000000001,2.900000000000034,7
Ectrosia leporina,native,23.69999999999999,26.69999999999999,29.69999999999999,17.899999999999977,3,7
Ehrharta brevifolia,introduced,18.599999999999966,20.399999999999977,27,11.899999999999977,1.8000000000000114,18
Ehrharta calycina,introduced,15.800000000000011,20.19999999999999,28.5,10.099999999999966,4.399999999999977,15
Ehrharta erecta,introduced,14,18.599999999999966,24.399999999999977,7.699999999999989,4.599999999999966,8
Ehrharta longiflora,introduced,15.5,21.19999999999999,29.599999999999966,9.800000000000011,5.699999999999989,134
Einadia hastata,native,16.099999999999966,22.5,26.599999999999966,7.699999999999989,6.400000000000034,12
Einadia nutans,native,11.599999999999966,17.599999999999966,23.899999999999977,6.300000000000011,6,35
Einadia trigonos,native,15.599999999999966,21.5,27.399999999999977,9.199999999999989,5.900000000000034,12
Elaeocarpus arnhemicus,native,26.19999999999999,26.69999999999999,30.5,22.099999999999966,0.5,10
Elaeocarpus reticulatus,native,14,21.30000000000001,25.80000000000001,9,7.300000000000011,8
Elaeodendron australe,native,16.399999999999977,25.399999999999977,28.5,9,9,6
Elaeodendron melanocarpum,native,22.5,27.5,35.10000000000002,16.80000000000001,5,40
Eleocharis acuta,native,13.199999999999989,15.800000000000011,23.899999999999977,9.5,2.6000000000000227,11
Eleocharis dulcis,native,21,27.19999999999999,30.099999999999966,14.399999999999977,6.199999999999989,10
Eleocharis geniculata,native,21,27.399999999999977,31.599999999999966,14.399999999999977,6.399999999999977,11
Eleocharis spiralis,native,23.69999999999999,27.399999999999977,30.5,17.899999999999977,3.6999999999999886,7
Eleusine indica,introduced,15.599999999999966,27.19999999999999,30.5,10.5,11.600000000000023,63
Eleutheranthera ruderalis,introduced,26.30000000000001,26.399999999999977,28.80000000000001,24.19999999999999,0.0999999999999659,7
Emilia sonchifolia,introduced,22.5,26.399999999999977,30.099999999999966,16.80000000000001,3.8999999999999773,18
Empodisma minus,native,13.199999999999989,21.30000000000001,25.80000000000001,9.5,8.100000000000023,10
Enchylaena tomentosa,native,14.199999999999989,25.599999999999966,31.30000000000001,7.399999999999977,11.399999999999977,392
Enneapogon pallidus,native,25.599999999999966,27.399999999999977,34.5,19.099999999999966,1.8000000000000114,11
Entada rheedei,native,25.399999999999977,26.69999999999999,28.80000000000001,22.80000000000001,1.3000000000000114,8
Entolasia marginata,native,16.399999999999977,22.5,30.099999999999966,9.099999999999966,6.100000000000023,10
Entolasia stricta,native,16.099999999999966,23.69999999999999,30.099999999999966,7.699999999999989,7.600000000000023,9
Epacris impressa,native,12.099999999999966,15.800000000000011,23.899999999999977,6.300000000000011,3.7000000000000455,20
Epacris lanuginosa,native,12.199999999999989,14.199999999999989,20.19999999999999,8.5,2,7
Epacris obtusifolia,native,13.199999999999989,21.30000000000001,25.80000000000001,9.5,8.100000000000023,6
Epilobium billardiereanum,native,11.599999999999966,20.399999999999977,27.599999999999966,8.099999999999966,8.800000000000011,47
Epilobium sarmentaceum,native,13.599999999999966,14.300000000000011,18.899999999999977,10.399999999999977,0.7000000000000455,6
Eragrostis cumingii,native,24.5,28.30000000000001,35.19999999999999,17.899999999999977,3.8000000000000114,20
Eragrostis dielsii,native,20.19999999999999,25.599999999999966,30.399999999999977,15.399999999999977,5.399999999999977,33
Eragrostis interrupta,native,21.30000000000001,25.399999999999977,29.69999999999999,15.599999999999966,4.099999999999966,7
Eragrostis potamophila,native,27.19999999999999,27.399999999999977,35.10000000000002,17.599999999999966,0.19999999999998863,8
Eragrostis sororia,native,21.5,26.69999999999999,29.69999999999999,16.19999999999999,5.199999999999989,6
Eragrostis spartinoides,native,21.5,27.19999999999999,35.10000000000002,16.19999999999999,5.699999999999989,7
Eragrostis tenella,native,26.30000000000001,27.19999999999999,30.5,22.599999999999966,0.8999999999999773,11
Eragrostis tenuifolia,introduced,21,24.5,29.69999999999999,14.399999999999977,3.5,6
Eremophea spinosa,native,25,25.099999999999966,29.19999999999999,20.30000000000001,0.0999999999999659,9
Eremophila deserti,native,16.19999999999999,22.099999999999966,30.399999999999977,9.5,5.899999999999977,16
Eremophila glabra,native,15.800000000000011,22,28.399999999999977,9.5,6.199999999999989,43
Eriachne ciliata,native,26.30000000000001,28.30000000000001,35.19999999999999,17.599999999999966,2,15
Eriachne obtusa,native,24.5,28.30000000000001,35.19999999999999,17.899999999999977,3.8000000000000114,18
Eriachne pallescens,native,21.30000000000001,26.30000000000001,28.30000000000001,15.599999999999966,5,7
Eriachne sulcata,native,27.19999999999999,28.30000000000001,35.19999999999999,19.80000000000001,1.1000000000000227,10
