species_work,lower_limit_islands,upper_limit_islands,upper_limit_max_islands,lower_limit_min_islands,diff_islands,number_of_islands,number_of_mainland,lower_limit_mainland,upper_limit_mainland,upper_limit_max_mainland,lower_limit_min_mainland,diff_mainland,lower_limit_sd,upper_limit_sd,upper_limit_max_sd,lower_limit_min_sd,diff_sd,min,max,abs_max,abs_min,diff,lower_limit_std,upper_limit_std,upper_limit_max_std,lower_limit_min_std,diff_std
Lumnitzera littorea,24.5,26.399999999999977,29.69999999999999,17.899999999999977,1.8999999999999773,6,68,23.95039999999999,26.424899999999983,30.80489999999999,17.419999999999995,2.474499999999991,0.23189138322415345,0.5290083551701581,1.3070785915332084,0.8901530050347343,0.5383954119600347,0.5496000000000087,-0.024900000000005917,-1.1049000000000007,0.47999999999998266,-0.5745000000000138,2.370075128961339,-0.04706919986546661,-0.8453202486500437,0.539233140016477,-1.0670596131355203
Lumnitzera racemosa,22.5,26.69999999999999,30.09999999999997,16.80000000000001,4.199999999999989,31,271,21.114599999999985,27.975299999999987,36.9119,12.831799999999983,6.860700000000001,0.5689380726674328,0.3630864108469768,0.8380636853728605,1.2762905929598058,0.6597277853408561,1.3854000000000148,-1.2752999999999979,-6.811900000000033,3.968200000000028,-2.6607000000000127,2.435062912040054,-3.512387029371569,-8.12814123662854,3.1091665345566,-4.033027044063835
Luvunga monophylla,26.30000000000001,27.30000000000001,31,21.80000000000001,1,22,114,26.042699999999993,27.40149999999999,36.61000000000001,15.655999999999988,1.3587999999999971,0.14882492687334503,0.10563573689291691,0.9820613241770898,1.069311660568342,0.17416340859345658,0.2573000000000185,-0.10149999999998016,-5.6100000000000065,6.144000000000023,-0.3587999999999971,1.7288770463767094,-0.9608490742377349,-5.712474223237393,5.745752362538038,-2.060134231970225
Luzula densiflora,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,8,358,9.386399999999986,14.863099999999989,27.99249999999999,-0.1356000000000131,5.476700000000004,2.2026771953299997,1.0986880838097366,1.157892250800766,1.4820354479799307,2.353126497728996,2.21359999999998,0.9369000000000227,-4.092500000000012,8.235599999999978,-1.2766999999999582,1.0049588767219901,0.8527442991383792,-3.534439406749421,5.556952103423306,-0.5425547675537641
Luzula flaccida,11.599999999999966,14.599999999999966,21.19999999999999,8.099999999999966,3,7,684,7.23449999999999,14.36419999999999,26.495399999999982,-1.808200000000011,7.1297,1.6774425663978951,1.1785955402288992,1.5366587650354102,1.6824516050702325,1.9468533966758124,4.365499999999976,0.23579999999997625,-5.295399999999994,9.908199999999976,-4.1297,2.602473603238982,0.20006863419335585,-3.446048088547472,5.889144133561195,-2.1212177594118415
Lycium australe,16.099999999999966,17.099999999999966,24.19999999999999,9.599999999999966,1,26,334,15.626899999999983,22.4258,37.4161,4.6169999999999884,6.798900000000014,0.3969684798242509,0.7205091904295854,0.7313724739800448,0.6403601026462103,0.8032646039905093,0.47309999999998276,-5.325800000000033,-13.216100000000012,4.9829999999999774,-5.798900000000014,1.1917822800677713,-7.39171695620518,-18.070272631508153,7.781559124949126,-7.219165354967551
Lycopodiella lateralis,11.599999999999966,21.5,25.80000000000001,8.099999999999966,9.900000000000034,11,156,10.080899999999987,18.72899999999998,26.646099999999983,1.551899999999985,8.648099999999996,1.6309092724781078,3.0475344897911243,1.1788360549476091,1.1884817537004462,3.3451167686937615,1.5190999999999786,2.7710000000000186,-0.8460999999999714,6.548099999999981,1.2519000000000382,0.9314435975287337,0.9092596028962221,-0.7177418746643057,5.509634438738226,0.37424702531053766
Lycopodium deuterodensum,12.300000000000011,14,20.19999999999999,6.899999999999977,1.6999999999999886,6,256,10.632499999999988,17.02619999999999,25.109299999999987,1.2662999999999902,6.393700000000002,0.8992009298884819,3.01995590923008,1.5759019566511665,1.7550825121983913,3.002156433841056,1.6675000000000235,-3.0261999999999887,-4.909299999999998,5.633699999999987,-4.693700000000013,1.8544242388704217,-1.0020676099113979,-3.1152318704092425,3.2099345534149815,-1.563442846312556
Lygodium flexuosum,25.399999999999977,27.30000000000001,30,22.59999999999997,1.900000000000034,7,236,24.18219999999999,27.361799999999988,36.7838,15.52309999999999,3.1795999999999944,1.483234014962959,0.336621559134398,1.0099195500125224,1.8498373680646352,1.4650563914847192,1.2177999999999862,-0.06179999999997676,-6.783799999999999,7.076899999999979,-1.2795999999999603,0.8210437380175633,-0.18358895419203608,-6.717168709048047,3.8256876643183397,-0.8734134791242995
Lygodium microphyllum,22.5,27.399999999999977,35.10000000000002,16.80000000000001,4.899999999999977,9,373,20.605299999999993,27.56259999999999,37.5542,11.051199999999987,6.957299999999997,1.48543880332999,0.5204345223869077,0.6993936742003825,2.1366946492243617,1.4977215628680358,1.8947000000000074,-0.16260000000001185,-2.454199999999979,5.748800000000024,-2.05730000000002,1.2755153532764556,-0.31243123391251476,-3.509039458793888,2.690510785940746,-1.3736198042448087
Lysiana casuarinae,18,18,28.5,10.099999999999966,0,9,175,18.178399999999986,25.80129999999999,39.8637,5.267099999999996,7.622900000000004,0.6047637383137157,1.1920273651385849,0.9615908521647708,0.3555474708164888,1.2559709602745803,-0.17839999999998568,-7.801299999999991,-11.363700000000001,4.83289999999997,-7.622900000000004,-0.29499123161290186,-6.544564519366561,-11.81760410305235,13.592840328470256,-6.069328225816213
Lythrum hyssopifolia,14,18,28.399999999999977,10.199999999999989,4,7,457,12.299899999999989,18.045699999999982,31.62379999999999,2.447999999999992,5.745799999999997,1.1362398650949683,1.7311667881658446,2.493256884055451,1.6439277655963125,1.9948086679232224,1.7001000000000115,-0.04569999999998231,-3.2238000000000113,7.751999999999997,-1.7457999999999974,1.4962509697350876,-0.026398380740888083,-1.2930075599575934,4.715535659310471,-0.8751716533383296
Macaranga involucrata,23.399999999999977,26.30000000000001,29.69999999999999,17.899999999999977,2.900000000000034,6,194,21.43159999999999,26.771999999999988,33.36919999999999,13.281799999999992,5.340399999999999,1.3472031756184342,0.9974722807932808,2.668503751594196,2.273476953359647,1.5279929982177929,1.9683999999999884,-0.47199999999997644,-3.6692000000000036,4.618199999999986,-2.440399999999965,1.4611010689582093,-0.47319610688790176,-1.3750027511889311,2.031337943925672,-1.5971277373956407
Macaranga tanarius,21,26.69999999999999,30.09999999999997,14.399999999999975,5.699999999999989,28,231,18.669599999999992,27.466499999999986,36.320600000000006,8.94999999999999,8.79689999999999,0.7819509494126112,0.20452280943596052,0.7285096885878517,1.146164775978438,0.7883539128411098,2.330400000000008,-0.7664999999999971,-6.2206000000000365,5.449999999999985,-3.0969000000000015,2.9802380849471013,-3.7477482443834753,-8.538802019308887,4.754988213058218,-3.9283118274116715
Machaerina acuta,13.199999999999989,15.800000000000011,23.899999999999977,9.5,2.6000000000000227,9,256,11.999899999999986,16.493199999999987,26.600999999999992,5.1069999999999895,4.493300000000002,0.660231698645177,1.3158058766798035,1.9895922892586544,0.9952997647048956,1.3935950693143324,1.2001000000000026,-0.6931999999999761,-2.7010000000000147,4.3930000000000105,-1.8932999999999796,1.8176952158805129,-0.5268254324483943,-1.3575645696769558,4.413745643055112,-1.3585725449871955
Machaerina arthrophylla,13.599999999999966,21.30000000000001,25.80000000000001,10.399999999999975,7.700000000000045,6,295,11.187799999999989,16.984199999999987,27.75619999999999,4.013199999999989,5.7963999999999976,2.5364985679051717,1.9072409202635945,2.4750530191184694,2.6116022335390654,2.9333788967250287,2.4121999999999773,4.315800000000024,-1.9561999999999777,6.386799999999987,1.903600000000047,0.9509960031210073,2.2628499389597563,-0.7903669072498133,2.445548528783815,0.6489444654167661
Machaerina juncea,12.099999999999966,22.5,28.5,8.199999999999989,10.400000000000034,26,588,12.11539999999999,22.84099999999999,34.32079999999999,4.7656999999999865,10.7256,0.8282323398713688,1.708460663239817,3.3482709386007445,0.6708230120631767,1.906798500240786,-0.015400000000024505,-0.3409999999999904,-5.820799999999991,3.434300000000002,-0.3255999999999659,-0.01859381632262301,-0.1995948793771696,-1.7384495181959576,5.119532183962358,-0.17075742400618102
Machaerina rubiginosa,14.199999999999989,23.69999999999999,30.09999999999997,10.399999999999975,9.5,6,416,12.835299999999988,24.28189999999999,31.968099999999993,4.016899999999989,11.446600000000002,1.797491275329279,2.4752392206005447,2.9558601962033872,2.869278157855586,2.798889462308616,1.364700000000001,-0.581900000000001,-1.8681000000000232,6.3830999999999865,-1.9466000000000019,0.759224825583648,-0.2350883886927179,-0.6319987671945642,2.2246361798434098,-0.6954901314303361
Maclura cochinchinensis,21,25.59999999999997,29.69999999999999,14.599999999999966,4.599999999999966,7,103,16.906299999999987,23.924799999999987,29.804,6.470799999999993,7.018499999999998,1.4577569637512875,1.682859761530043,1.2194224005614298,2.1879475483828386,2.068866346083754,4.0937000000000126,1.6751999999999825,-0.10400000000000986,8.129199999999972,-2.418500000000032,2.8082184491614965,0.9954483661056247,-0.08528627976009592,3.715445558102363,-1.1689976999133436
Macrozamia riedlei,18,18,28.5,10.099999999999966,0,13,209,14.621399999999982,17.741199999999992,31.57029999999999,5.572399999999986,3.11980000000001,0.19631755036313253,0.662451055853491,0.7537347186019915,0.23305053647771964,0.686497807162735,3.3786000000000183,0.2588000000000079,-3.070299999999989,4.52759999999998,-3.11980000000001,17.20987244263467,0.3906703713628689,-4.073449085236123,19.42754592385516,-4.544515608715496
Maireana brevifolia,16.099999999999966,16.899999999999977,22,11.199999999999989,0.8000000000000114,7,413,15.31219999999999,20.164099999999987,34.8662,5.069099999999987,4.851899999999998,0.9898439023153842,1.4189272513221185,1.4659626893637565,0.6076878100426855,1.6340828059240489,0.7877999999999759,-3.2641000000000098,-12.8662,6.130900000000001,-4.0518999999999865,0.795883066165484,-2.300399824556621,-8.776621733520427,10.088897454713386,-2.479617302936309
Maireana oppositifolia,15.599999999999966,22.09999999999997,30.399999999999977,9.5,6.5,54,197,15.101099999999985,21.437799999999974,36.60190000000001,5.254899999999987,6.336699999999994,0.2177526261752123,0.8130142385912695,1.0918693001310025,0.3123997176432447,0.8499797500973536,0.49889999999998125,0.662199999999995,-6.20190000000003,4.245100000000013,0.16330000000000577,2.291131954470881,0.8144998802818089,-5.680075444245869,13.588680655748373,0.19212222406628157
Malaisia scandens,21,27.5,35.10000000000002,14.399999999999975,6.5,56,348,15.578299999999988,27.79069999999999,36.9109,5.231399999999983,12.212400000000004,0.833627041334458,0.16306471138815315,0.31316011760641005,0.9793432254083068,0.8485554114412834,5.421700000000012,-0.2906999999999904,-1.8108999999999753,9.168599999999993,-5.712400000000004,6.503747756695889,-1.78272783562606,-5.782664835616054,9.361988485882904,-6.731911579348026
Mallotus nesophilus,24.5,27.5,32.69999999999999,17.899999999999977,3,12,308,23.677499999999984,28.000799999999987,38.1971,13.557299999999982,4.323300000000002,1.4864229556903386,0.586722765540595,1.2077583658456994,1.325701397070319,1.5556951170770252,0.8225000000000158,-0.5007999999999875,-5.49710000000001,4.342699999999995,-1.3233000000000024,0.5533418310389472,-0.8535547441022849,-4.551489896864277,3.275775381693775,-0.8506165414251174
Mallotus philippensis,21,26.59999999999997,29.69999999999999,14.399999999999975,5.599999999999966,17,284,16.169499999999985,27.235099999999992,34.9867,5.12479999999999,11.065600000000009,1.4058008486361164,0.8591834415223493,1.6724264169523662,1.419358848050604,1.581663143118123,4.830500000000015,-0.6351000000000226,-5.28670000000001,9.275199999999986,-5.465600000000043,3.436119706917578,-0.7391902233063489,-3.1610957267907027,6.534781540791367,-3.455603061739839
Malva preissiana,13.599999999999966,22.09999999999997,32,9.699999999999989,8.5,83,444,13.29599999999998,24.254799999999992,38.3869,4.2399999999999904,10.958800000000014,0.4397469469790384,0.39011427703834384,0.12733657999413958,0.5725625099740793,0.5870666122402265,0.30399999999998606,-2.154800000000023,-6.386899999999997,5.459999999999998,-2.4588000000000143,0.6913066755514666,-5.523509717098178,-50.15762163781956,9.536076681386596,-4.188281105984406
Malva pseudolavatera,18.399999999999977,21.30000000000001,27.5,11.5,2.900000000000034,8,38,13.922899999999997,18.106699999999982,27.6845,6.252399999999988,4.183799999999991,0.3257479112775672,0.8275808117640143,0.987879373028748,0.4517059644041487,0.8558095407098194,4.4770999999999805,3.193300000000029,-0.1844999999999999,5.247600000000012,-1.2837999999999568,13.744063568791633,3.858595987977791,-0.18676369305529655,11.617291808227927,-1.5001001261742848
Malvastrum americanum,16,26.59999999999997,30.5,9.5,10.599999999999966,12,851,18.54729999999999,27.31999999999999,39.3451,5.249399999999989,8.7727,1.256858147287276,1.1932157239006536,0.9715966189679708,0.7884423132235363,1.6629100937753605,-2.5472999999999892,-0.7200000000000202,-8.845100000000002,4.250600000000011,1.8272999999999655,-2.0267203625945553,-0.6034114247558868,-9.103675154196461,5.391136331358838,1.0988567613125644
Malvastrum coromandelianum,21,26.399999999999977,30.09999999999997,14.399999999999975,5.399999999999977,25,175,17.853699999999986,27.810199999999995,38.6179,6.0435999999999845,9.956500000000007,0.7763433641237792,0.8474161162463718,1.6143902396402967,0.4508906101731812,1.1199249894443817,3.1463000000000143,-1.4102000000000174,-8.51790000000003,8.35639999999999,-4.55650000000003,4.052717064891885,-1.6641175131840729,-5.276233583955455,18.533098298033764,-4.0685760590632105
Manilkara kauki,25.30000000000001,26.399999999999977,29.30000000000001,21.69999999999999,1.099999999999966,44,85,25.16409999999998,26.39949999999998,30.885999999999985,21.252199999999988,1.2353999999999978,0.07840495735180696,0.00705689732104455,0.5738059369275105,0.09881763468594187,0.07856852431485725,0.13590000000003144,4.999999999988347e-4,-1.5859999999999737,0.44780000000000086,-0.13540000000003194,1.7333087675852097,0.07085266757499394,-2.7640006802514745,4.531579828065915,-1.7233364274149654
Maranthes corymbosa,26.19999999999999,26.69999999999999,29.19999999999999,22.899999999999977,0.5,14,191,25.147999999999996,27.73369999999999,37.0411,16.733899999999995,2.585699999999992,0.5125609414681451,0.14878321964000876,0.3041270841001878,0.932625637960146,0.5293067878609421,1.0519999999999925,-1.0336999999999996,-7.8411000000000115,6.166099999999982,-2.085699999999992,2.0524388709500854,-6.9476921019796984,-25.782314071761324,6.61154888845494,-3.9404369031971322
Melaleuca armillaris,13.599999999999966,16.099999999999966,24.399999999999977,7.699999999999989,2.5,10,216,13.24369999999999,18.21309999999999,31.76929999999999,4.053699999999991,4.9693999999999985,1.0465924066539274,0.7981199066464769,0.8528979686603493,1.7782543402164104,1.286949835805527,0.3562999999999761,-2.113100000000024,-7.369300000000013,3.6462999999999974,-2.4693999999999985,0.3404381665056284,-2.647597162284552,-8.640306661270404,2.0504940814913177,-1.9188005089991351
Melaleuca cajuputi,26.30000000000001,26.59999999999997,30.5,22.09999999999997,0.2999999999999545,8,240,24.891999999999992,27.678199999999983,36.9673,15.956499999999991,2.786199999999994,1.084357796961788,0.2576259519752058,0.6475956223524779,1.5427955042610042,1.0911370858604934,1.408000000000019,-1.0782000000000131,-6.467300000000002,6.143499999999978,-2.4862000000000393,1.2984644034884327,-4.185137373519653,-9.98663328900629,3.9820572350855414,-2.2785404622549055
Melaleuca cuticularis,15.399999999999975,18,28.5,9.699999999999989,2.6000000000000227,15,164,14.443599999999984,18.06099999999999,30.79759999999999,5.419799999999985,3.617400000000004,0.6565135566384426,0.6803100924003886,1.9212405901930665,0.7992914529924773,0.9086929970914116,0.9563999999999915,-0.060999999999989285,-2.2975999999999885,4.280200000000003,-1.0173999999999812,1.4567863684294085,-0.08966499348077941,-1.1958939508815507,5.354992830181417,-1.119630065661917
Melaleuca dealbata,22.5,28.30000000000001,35.19999999999999,16.80000000000001,5.800000000000011,11,218,22.010099999999987,27.825499999999987,37.2845,13.27449999999999,5.8154,0.8869468217794486,0.4800939910478405,0.9680738179069346,1.582670083938719,0.9773525761249428,0.4899000000000129,0.4745000000000239,-2.0845000000000127,3.5255000000000205,-0.015399999999988978,0.5523442758576491,0.9883481335902428,-2.1532448883979685,2.22756469322164,-0.015756852108629704
Melaleuca ericifolia,12.300000000000011,15.599999999999966,21.19999999999999,6.899999999999977,3.2999999999999545,36,264,10.5025,17.765099999999986,26.24889999999999,2.075199999999997,7.262599999999987,1.8743630883548108,0.6296892078624946,0.498565298990367,1.7383229638725644,1.9838288274991895,1.7975000000000119,-2.1651000000000202,-5.0489,4.82479999999998,-3.962600000000032,0.9589924231690541,-3.438362882777584,-10.126858026871124,2.7755486755185523,-1.9974505587739027
Melaleuca gibbosa,12.199999999999989,15.800000000000011,23.899999999999977,8.5,3.6000000000000227,7,248,12.217599999999992,15.73799999999999,25.277199999999983,5.483699999999991,3.520399999999998,1.083311498971465,0.3904977445370087,1.9682820667511756,2.000841742286898,1.1109897110856326,-0.01760000000000339,0.062000000000020705,-1.3772000000000055,3.016300000000009,0.07960000000002454,-0.016246481290666134,0.15877172369722808,-0.6996964628515854,1.5075155302150358,0.07164782824337888
Melaleuca globifera,16.30000000000001,16.69999999999999,22.5,11.300000000000011,0.39999999999997726,10,30,15.764799999999994,16.581999999999972,23.744099999999985,10.086699999999984,0.8171999999999776,0.3091869281786546,0.03843796921634219,0.49228806357409455,0.3710940862110702,0.3061010582436037,0.5352000000000174,0.11800000000001631,-1.2440999999999853,1.213300000000027,-0.41720000000000035,1.7309916792173303,3.0698812243662377,-2.5271788858084614,3.269521248338968,-1.362948571278643
Melaleuca halmaturorum,15.699999999999989,16.30000000000001,23.899999999999977,9.800000000000011,0.6000000000000227,8,348,14.679399999999989,18.17049999999999,32.57319999999999,5.522199999999994,3.4911000000000008,0.46118144837832126,1.0657276976439725,2.0313266719186434,0.44016008553809094,1.095029625115172,1.0206,-1.8704999999999785,-8.673200000000016,4.277800000000018,-2.891099999999978,2.213011827749781,-1.7551387696267384,-4.269721911251203,9.71873675181259,-2.6402025421877515
Melaleuca huegelii,16.69999999999999,21.69999999999999,27.69999999999999,11.800000000000011,5,8,84,16.89059999999998,21.33919999999999,32.7701,9.71509999999999,4.448600000000008,0.7106452396636858,0.5942191989968519,1.4792782883062543,1.0743165949319342,0.8458921760919511,-0.19059999999999278,0.36079999999999757,-5.070100000000011,2.0849000000000206,0.5513999999999921,-0.26820696088838164,0.6071833434683571,-3.4274145981045794,1.9406755977106676,0.6518561296399238
Melaleuca incana,18,18,28.5,10.099999999999966,0,6,169,15.043499999999986,17.621999999999982,30.30879999999999,6.167099999999989,2.578499999999996,0.5636092666071099,0.8806995126782045,1.4922095192194824,0.9532031190602476,0.99534841561559,2.9565000000000143,0.3780000000000179,-1.8087999999999909,3.932899999999977,-2.578499999999996,5.2456554126548465,0.42920427973273323,-1.2121622176395879,4.1259831418484865,-2.590550162683767
Melaleuca lanceolata,15.5,21.69999999999999,27.69999999999999,9.5,6.199999999999989,38,1114,14.049399999999988,20.213099999999994,33.7643,4.121299999999991,6.163700000000006,0.5193162132355686,1.4856195527305982,0.9504940551886476,0.628180643542063,1.5668015755599634,1.450600000000012,1.486899999999995,-6.06430000000001,5.378700000000009,0.0362999999999829,2.7932884878793507,1.000861894464867,-6.3801556326371855,8.562345967350474,0.023168217703004
Melaleuca leucadendra,23.399999999999977,28.30000000000001,35.19999999999999,17.899999999999977,4.900000000000034,30,547,21.694999999999983,28.461199999999987,38.8969,10.756899999999987,6.7661999999999995,0.8904874889452273,0.5003647918518266,0.7710609086997784,1.1183662786105175,0.9896246343522992,1.7049999999999947,-0.16119999999997603,-3.6969000000000136,7.14309999999999,-1.8661999999999654,1.9146815886425856,-0.3221649536998445,-4.7945628656418435,6.387084568460641,-1.8857655066573573
Melaleuca nervosa,22.5,27.399999999999977,30.5,16.80000000000001,4.899999999999977,14,653,21.840599999999988,28.195299999999985,38.7634,10.428099999999986,6.3546999999999985,1.0422945927222371,0.5046608688937463,0.9271353838679764,0.977371805223398,1.1384348659207248,0.6594000000000122,-0.7953000000000081,-8.263399999999997,6.371900000000025,-1.4547000000000212,0.6326426373160096,-1.575909782233293,-8.912829931617301,6.5194227682305605,-1.277806964233753
Melaleuca osullivanii,18,18,28.5,10.099999999999966,0,7,19,16.635099999999973,18.391599999999993,31.2407,8.937399999999979,1.7565000000000228,0.1123860339215776,0.17052424613090486,0.5958427129188892,0.0764662480254339,0.19533536778039437,1.364900000000027,-0.3915999999999933,-2.7407000000000004,1.162599999999987,-1.7565000000000228,12.144747459924133,-2.296447624810944,-4.599703815414599,15.204093701750445,-8.992227162746925
Melaleuca quinquenervia,18.59999999999997,26.30000000000001,30.09999999999997,11.899999999999975,7.700000000000045,10,321,18.33359999999999,25.998899999999995,32.58969999999999,9.395399999999992,7.665300000000003,1.578772803022512,0.996615287877944,2.011638784822122,1.9151309528506308,1.8310321102013989,0.26639999999997954,0.3011000000000159,-2.489700000000024,2.504599999999984,0.0347000000000417,0.16873865542272132,0.30212259801988084,-1.2376476427005132,1.3077956869069143,0.01895106033734437
Melaleuca rhaphiophylla,15.399999999999975,18,28.5,9.699999999999989,2.6000000000000227,13,246,14.89259999999999,20.13989999999999,34.17479999999999,5.8441999999999865,5.2473,0.3643597096249752,0.5702307893766825,1.1474151478525665,0.4569848960252359,0.6634854353510125,0.5073999999999863,-2.13989999999999,-5.6747999999999905,3.855800000000002,-2.6472999999999773,1.3925798780612662,-3.7526910855499547,-4.945725189893655,8.437477985677397,-3.989989619891869
Melaleuca squamea,12.099999999999966,15.800000000000011,23.899999999999977,8.199999999999989,3.7000000000000455,7,340,7.540699999999988,14.994299999999988,23.84019999999999,0.58419999999999,7.4536,1.6148626230398957,1.9688407360281468,1.950632955973244,1.7667404256799382,2.424880839770709,4.559299999999978,0.805700000000023,0.05979999999998853,7.615799999999998,-3.7535999999999543,2.823336137050055,0.409225583997925,0.0306567157172591,4.3106502173736265,-1.5479523523122423
Melaleuca squarrosa,11.599999999999966,14.199999999999989,20.19999999999999,6.899999999999977,2.6000000000000227,18,415,9.528099999999986,16.082799999999985,25.46179999999999,2.0987999999999913,6.5546999999999995,1.5587463167815605,1.109457099240461,1.0100400689779316,1.675764526043778,1.886694868686384,2.07189999999998,-1.882799999999996,-5.261800000000001,4.8011999999999855,-3.954699999999977,1.3292092354565812,-1.6970462411651326,-5.209496297829513,2.8650803411711308,-2.0960994094150722
Melaleuca viminea,18,18,28.5,10.099999999999966,0,15,344,14.675499999999989,20.16269999999999,34.36079999999999,5.44819999999999,5.487200000000006,0.3840015718811692,0.6592065406708797,1.097354795655242,0.31625429131756533,0.7478070442135332,3.324500000000011,-2.1626999999999903,-5.8607999999999905,4.651799999999976,-5.487200000000006,8.657516644303714,-3.2807623507482093,-5.340843292620273,14.709049419123586,-7.337721732443535
Melaleuca viridiflora,22.5,28.30000000000001,35.19999999999999,16.80000000000001,5.800000000000011,44,1065,20.768999999999988,28.33179999999999,38.4382,10.80449999999999,7.562800000000002,0.9552965987543331,0.48824906261778694,0.603626643816458,0.6500094324409892,1.0788883909655194,1.7310000000000123,-0.03179999999997918,-3.2382000000000133,5.995500000000021,-1.7627999999999906,1.812002682996217,-0.06513069339955493,-5.364574332780178,9.223712304427705,-1.6339039466560805
Melhania oblongifolia,23.69999999999999,27.399999999999977,35.10000000000002,17.599999999999966,3.6999999999999886,26,650,19.692599999999988,28.125299999999992,39.3419,5.353999999999991,8.432700000000004,1.1579490861372463,0.4935113610277495,0.7237528640414544,0.854736552731062,1.2293380259236997,4.0074000000000005,-0.7253000000000149,-4.24189999999998,12.245999999999974,-4.7327000000000155,3.460773921734433,-1.4696723465282742,-5.860978533906038,14.327221599300326,-3.8497954998536392
Melia azedarach,16.399999999999977,27.399999999999977,34.5,9.099999999999966,11,12,288,16.192499999999992,27.662799999999987,38.1079,4.985599999999989,11.470299999999993,1.4149048398057356,1.0098296469780992,1.205371523850847,1.3396444630151974,1.651216044139716,0.20749999999998536,-0.26280000000000925,-3.6079000000000008,4.114399999999977,-0.47029999999999283,0.1466529721026856,-0.26024191385788137,-2.993185029354023,3.0712626473590716,-0.28482039141341997
Melochia umbellata,27.09999999999997,27.399999999999977,31.399999999999977,21.80000000000001,0.30000000000001137,6,51,25.943099999999983,27.3349,36.2548,15.70839999999999,1.391800000000016,0.4551258392242024,0.13722543795091824,1.1631551443766603,1.2265128510430607,0.454025218351254,1.156899999999986,0.06509999999997618,-4.854800000000026,6.091600000000021,-1.0918000000000045,2.541934340559553,0.47440183811445114,-4.173819824011296,4.9666010387249955,-2.404712240356966
Memecylon pauciflorum,23.399999999999977,27.19999999999999,33,17.899999999999977,3.8000000000000114,26,441,21.44609999999999,27.573099999999982,37.254999999999995,12.453199999999988,6.1269999999999865,0.7887502246699579,0.17145199265621192,0.4626543515941946,1.2487149590875597,0.7984412993504915,1.9538999999999866,-0.37309999999999377,-4.2549999999999955,5.446799999999989,-2.326999999999975,2.4772100709290705,-2.1761193569101156,-9.19693067910914,4.3619242008440295,-2.9144284018035154
Mesosphaerum suaveolens,22.5,27.19999999999999,33,16.80000000000001,4.699999999999989,18,425,22.19629999999999,27.90439999999999,37.9466,11.649299999999988,5.708100000000001,1.0480241717940812,0.4720418026652591,0.8263966186834034,1.3385332200514044,1.1393430091471584,0.30370000000000985,-0.7043999999999997,-4.9465999999999966,5.150700000000024,-1.0081000000000122,0.28978339257205765,-1.4922407211030708,-5.985745691797249,3.8480180565127986,-0.8848081674320479
Microlaena stipoides,13.199999999999989,18.59999999999997,28.5,7.699999999999989,5.399999999999977,21,540,9.316699999999988,20.09369999999999,31.770599999999988,0.05289999999999043,10.777000000000005,1.6837595303831736,1.259593937301578,2.1815395377473132,1.574811614645259,2.0875317455762916,3.8833,-1.4937000000000218,-3.2705999999999875,7.647099999999998,-5.377000000000027,2.306326960546603,-1.1858583594011003,-1.4992164677323485,4.855882398176608,-2.5757692123219105
Micromelum minutum,22.59999999999997,27.5,32.19999999999999,17.399999999999977,4.900000000000034,60,472,19.15789999999999,27.63289999999999,36.92899999999999,8.383799999999988,8.474999999999998,0.5894107184256091,0.13207965412974668,0.37188344585003186,0.5803226122893482,0.6009293769787865,3.4420999999999786,-0.1328999999999887,-4.728999999999999,9.016199999999989,-3.5749999999999638,5.839900586121448,-1.006210993476983,-12.716349847707518,15.536530559151332,-5.949118377226823
Microsorum grossum,22.5,26.399999999999977,30.09999999999997,16.80000000000001,3.8999999999999777,7,59,21.55889999999999,27.45969999999999,35.922,14.792199999999992,5.9008,1.364904302049688,0.36523870182294255,1.470421075113563,2.6860815687901596,1.3599002495362225,0.9411000000000094,-1.0597000000000136,-5.822000000000028,2.007800000000019,-2.0008000000000226,0.6894988891065489,-2.9013902270239873,-3.9594100618765857,0.7474828848568267,-1.471284383308534
Microsorum punctatum,21.30000000000001,26.399999999999977,30.09999999999997,15.599999999999966,5.099999999999966,8,111,19.98179999999999,24.98869999999999,30.44509999999999,9.772699999999992,5.006900000000003,0.7678139737581617,1.0965056473336752,0.5793199475260657,1.3345732635549783,1.2703133810544924,1.3182000000000222,1.4112999999999865,-0.34510000000001995,5.827299999999974,0.09309999999996332,1.7168221015149374,1.2870886743098706,-0.5956984589840878,4.366414463060249,0.07328900205922464
Microstachys chamaelea,24.5,27.399999999999977,35.10000000000002,17.599999999999966,2.8999999999999773,23,448,22.39359999999999,28.12989999999999,38.4001,10.210499999999987,5.736299999999999,1.208536139136763,0.4714002632670128,0.5811434570893127,1.4946885440933322,1.2956739871900935,2.1064000000000114,-0.7299000000000113,-3.300099999999979,7.389499999999979,-2.836300000000022,1.7429350532327295,-1.5483657029410225,-5.678632289054241,4.943839323049337,-2.1890537496635694
Microtis arenaria,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455,9,445,11.98979999999999,16.349299999999985,28.486899999999984,2.632399999999987,4.359499999999997,1.333279263167922,0.6257883996377024,1.560061595637229,2.2026897380434898,1.4389511215918105,-0.3898000000000241,-0.5492999999999739,-4.586900000000007,5.467599999999979,-0.15949999999995157,-0.29236185604045517,-0.8777727428600288,-2.9402044206635467,2.4822379228299774,-0.11084462676085059
