species_work,lower_limit,upper_limit,upper_limit_max,lower_limit_min,n
Abelmoschus moschatus,19.69999999999999,28,37.39999999999998,11.300000000000011,200
Abildgaardia ovata,14.199999999999989,28.59999999999997,38.30000000000001,4,131
Abrus precatorius,19.30000000000001,28.5,39.5,9,345
Abutilon cunninghamii,21.80000000000001,27.399999999999977,41.60000000000002,7.800000000000011,52
Abutilon indicum,21.5,28.399999999999977,38,10.800000000000011,284
Abutilon oxycarpum,12.599999999999966,29,41.19999999999999,1.8999999999999773,371
Acacia anceps,15.300000000000011,17.69999999999999,31.399999999999977,6.399999999999977,151
Acacia arida,21.69999999999999,28.5,41.10000000000002,7.099999999999966,138
Acacia aulacocarpa,15.199999999999989,28.69999999999999,38.89999999999998,4.399999999999977,287
Acacia auriculiformis,20.19999999999999,28.69999999999999,38.60000000000002,12.199999999999989,357
Acacia bivenosa,20.5,29.09999999999997,41.30000000000001,4.800000000000011,526
Acacia calamifolia,11.899999999999975,20.399999999999977,35.19999999999999,2.3000000000000114,333
Acacia conniana,14.800000000000011,16.599999999999966,30.59999999999997,5.099999999999966,35
Acacia coriacea,21.19999999999999,27.80000000000001,41.39999999999998,5.800000000000011,176
Acacia cyclops,14,22.899999999999977,38.19999999999999,3.599999999999966,272
Acacia deltoidea,24.69999999999999,27.59999999999997,38.30000000000001,13.199999999999989,65
Acacia genistifolia,8.300000000000011,17.399999999999977,31.5,-2.3000000000000114,383
Acacia gonocarpa,25.30000000000001,28.59999999999997,39.30000000000001,12.800000000000011,271
Acacia holosericea,18.19999999999999,29.09999999999997,40.39999999999998,6.300000000000011,836
Acacia humifusa,19.19999999999999,28.59999999999997,38.60000000000002,9.099999999999966,365
Acacia implexa,10,23.30000000000001,33.30000000000001,-0.8000000000000114,308
Acacia leiocalyx,13.699999999999989,23.30000000000001,35.10000000000002,1.8999999999999773,437
Acacia leptocarpa,17.80000000000001,28,38.10000000000002,6,522
Acacia ligulata,14.099999999999966,28,41.19999999999999,2.3000000000000114,1564
Acacia littorea,14.899999999999975,18.59999999999997,27.80000000000001,7.099999999999966,143
Acacia longifolia,4.699999999999989,21.899999999999977,32.30000000000001,-2.1999999999999886,781
Acacia melanoxylon,5.199999999999989,27.30000000000001,36.10000000000002,-3.8000000000000114,710
Acacia mucronata,4.699999999999989,16.5,28,-2.3000000000000114,448
Acacia multisiliqua,20,29.09999999999997,38.89999999999998,9,398
Acacia myrtifolia,5.399999999999977,26.19999999999999,35.10000000000002,-2.6000000000000227,969
Acacia oncinocarpa,25.09999999999997,27.899999999999977,38,12.800000000000011,221
Acacia oswaldii,11.300000000000011,27.19999999999999,39.89999999999998,1.1999999999999886,995
Acacia platycarpa,20.5,29.09999999999997,40.5,6.699999999999989,431
Acacia plectocarpa,25,29.30000000000001,40.19999999999999,12.599999999999966,352
Acacia podalyriifolia,12,23.09999999999997,33.69999999999999,0.8000000000000114,154
Acacia polystachya,19.80000000000001,26.899999999999977,35.30000000000001,11.199999999999989,194
Acacia pulchella,11,20.19999999999999,35,1,753
Acacia retinervis,24.899999999999977,28.69999999999999,38.80000000000001,13.300000000000011,99
Acacia rostellifera,14.699999999999989,24.899999999999977,40,5.699999999999989,262
Acacia saligna,12.899999999999975,22.59999999999997,38.30000000000001,1.5,837
Acacia simsii,19.09999999999997,27.59999999999997,37.89999999999998,8.599999999999966,421
Acacia stigmatophylla,25.30000000000001,28.69999999999999,39.5,13.399999999999975,160
Acacia suaveolens,11.199999999999989,24.09999999999997,36.19999999999999,-0.10000000000002274,450
Acacia torulosa,21.399999999999977,28.19999999999999,38.89999999999998,5.599999999999966,507
Acacia translucens,24,29.19999999999999,40.30000000000001,10,255
Acacia tumida,24.09999999999997,29.09999999999997,41.19999999999999,8.300000000000011,480
Acacia ulicifolia,6.5,23.09999999999997,33.69999999999999,-3.6000000000000227,562
Acacia verticillata,6.5,16.399999999999977,30.899999999999977,-1.900000000000034,606
Acacia yirrkallensis,25.399999999999977,27,36.60000000000002,14.199999999999989,87
Acaena echinata,5.5,18.80000000000001,32.89999999999998,-4.800000000000011,548
Acaena novae-zelandiae,3.599999999999966,17.80000000000001,31,-6.900000000000034,540
Acaena pallida,4.300000000000011,14.399999999999975,20.399999999999977,1.6999999999999886,23
Acanthocarpus preissii,15.199999999999989,24.69999999999999,37.19999999999999,6.800000000000011,143
Acanthospermum hispidum,13.399999999999975,29,40,2.1999999999999886,264
Acanthus ilicifolius,22.899999999999977,28,37,15.199999999999989,109
Achillea millefolium,3.8000000000000114,19.899999999999977,30.19999999999999,-6.600000000000023,81
Achyranthes aspera,16.5,29,41.30000000000001,3.3000000000000114,575
Acianthus pusillus,9.300000000000011,21.69999999999999,31,-1.1999999999999886,262
Acrostichum aureum,21,26.59999999999997,37.19999999999999,11.599999999999966,18
Acrostichum speciosum,16.69999999999999,28.399999999999977,39.30000000000001,4.399999999999977,206
Acrotriche cordata,13.800000000000011,20,31,5.199999999999989,335
Acrotriche patula,14.599999999999966,17.69999999999999,30.80000000000001,4.199999999999989,203
Actinobole condensatum,19,22.59999999999997,38.80000000000001,6.800000000000011,43
Actites megalocarpus,11.5,22.19999999999999,29.19999999999999,5.599999999999966,234
Adansonia gregorii,19.899999999999977,29.19999999999999,40.30000000000001,10.099999999999966,89
Adenia heterophylla,21.5,28.30000000000001,39.10000000000002,13.399999999999975,155
Adiantum aethiopicum,10.099999999999966,27.30000000000001,37.60000000000002,-1.1999999999999886,331
Adiantum hispidulum,10.300000000000011,27.30000000000001,39.69999999999999,-0.30000000000001137,527
Aegialitis annulata,21.399999999999977,29,38.19999999999999,12.5,248
Aegiceras corniculatum,15.599999999999966,29.30000000000001,38.69999999999999,6.5,415
Afrohybanthus aurantiacus,18.80000000000001,29.399999999999977,41.60000000000002,3.3000000000000114,451
Afrohybanthus enneaspermus,12.5,29,40.10000000000002,1,577
Agave americana,11.800000000000011,26.80000000000001,36.60000000000002,1.1999999999999886,94
Agave sisalana,18.59999999999997,26.399999999999977,31.19999999999999,7.599999999999966,21
Agave vivipara,18,26.399999999999977,36.30000000000001,5.699999999999989,32
Ageratum conyzoides,17.5,27.59999999999997,38.30000000000001,7.5,267
Aglaia brownii,20.19999999999999,27.5,36.19999999999999,11.800000000000011,124
Aglaia elaeagnoidea,22.19999999999999,27.69999999999999,37,14.800000000000011,140
Agonis flexuosa,12.300000000000011,19.59999999999997,31.5,4.599999999999966,193
Aidia racemosa,19.30000000000001,28,38.19999999999999,10,469
Aira caryophyllea,5.399999999999977,18.69999999999999,34.5,-3.6999999999999886,270
Aira cupaniana,6.800000000000011,21,36.19999999999999,-3.6999999999999886,520
Aira elegantissima,6,18.69999999999999,33.80000000000001,-4.5,241
Aira praecox,5.399999999999977,18.59999999999997,31.899999999999977,-1.900000000000034,131
Ajuga australis,5.199999999999989,24.80000000000001,34.60000000000002,-5,794
Albizia lebbeck,17.5,28.69999999999999,39.39999999999998,5.800000000000011,144
Alectryon oleifolius,14.899999999999975,27.19999999999999,40,2.8000000000000114,601
Allocasuarina littoralis,6.5,26.5,36.80000000000001,-0.5,863
Allocasuarina monilifera,5.599999999999966,14.399999999999975,22.30000000000001,-1.400000000000034,205
Allocasuarina verticillata,9.800000000000011,20.09999999999997,32.599999999999966,0.0999999999999659,593
Allophylus cobbe,23.19999999999999,28,37.19999999999999,15.399999999999975,168
Alloteropsis semialata,14.599999999999966,28.80000000000001,39.5,4,464
Alphitonia excelsa,10,28,38.19999999999999,-0.6999999999999886,948
Alpinia caerulea,14.800000000000011,27.5,37,3.6999999999999886,129
Alstonia actinophylla,22.80000000000001,28.399999999999977,39.69999999999999,12.699999999999989,149
Alstonia linearis,25,28.399999999999977,39.10000000000002,13.300000000000011,25
Alstonia spectabilis,20.19999999999999,28.80000000000001,39.10000000000002,12.099999999999966,150
Alternanthera brasiliana,15.399999999999975,27.5,36.80000000000001,4.5,80
Alternanthera denticulata,11,28.80000000000001,41.5,0.5999999999999659,966
Alternanthera pungens,11.199999999999989,28.69999999999999,41,0.0999999999999659,307
Alysicarpus ovalifolius,22.399999999999977,29,38.80000000000001,11.300000000000011,171
Alysicarpus vaginalis,20.19999999999999,28.80000000000001,39.30000000000001,10.800000000000011,112
Alyxia buxifolia,12.599999999999966,26.899999999999977,39.19999999999999,2.3000000000000114,587
Alyxia ruscifolia,11.899999999999975,27.80000000000001,37.5,1.1999999999999886,286
Alyxia spicata,18.30000000000001,27.69999999999999,37.19999999999999,9.099999999999966,449
Amaranthus interruptus,17.5,28.80000000000001,41,3.8999999999999777,247
Amaranthus undulatus,22,29.09999999999997,41.30000000000001,7.399999999999977,344
Amaranthus viridis,13.800000000000011,29,39.10000000000002,2.5,314
Ampelocissus acetosa,22.80000000000001,28.69999999999999,39.5,13.5,300
Amperea xiphoclada,6.899999999999977,22.09999999999997,28.30000000000001,-2.1999999999999886,433
Amphibolis antarctica,13,23.399999999999977,32.599999999999966,5.599999999999966,323
Amyema benthamii,21.5,29.09999999999997,40.69999999999999,9.699999999999989,105
Amyema congener,11.899999999999975,26.19999999999999,33.80000000000001,1.3999999999999773,296
Amyema linophylla,13.800000000000011,20.59999999999997,35.19999999999999,3.1999999999999886,138
Amyema mackayensis,20.80000000000001,28,37.19999999999999,11.699999999999989,74
Amyema miquelii,8.5,28.59999999999997,39.30000000000001,-1.900000000000034,1030
Amyema sanguinea,19.30000000000001,29,41.10000000000002,4,405
Ancistrachne uncinulata,17.099999999999966,25.59999999999997,34.5,4.199999999999989,151
Andersonia sprengelioides,12.800000000000011,18.5,31.80000000000001,4.300000000000011,127
Angianthus cunninghamii,20,25.59999999999997,35.39999999999998,11.699999999999989,44
Angianthus preissianus,12.5,19.899999999999977,34.5,3.1999999999999886,273
Anisomeles inodora,24.19999999999999,27.30000000000001,36.19999999999999,15.300000000000011,67
Anthobolus filifolius,23.5,27.69999999999999,37.19999999999999,14.899999999999975,135
Anthocercis littorea,15.099999999999966,20.899999999999977,35.39999999999998,6.899999999999977,160
Anthocercis viscosa,13.899999999999975,16.69999999999999,25.899999999999977,8,68
Anthosachne scabra,5.199999999999989,24.80000000000001,37,-4.5,552
Anthoxanthum odoratum,4.899999999999977,18.19999999999999,30.30000000000001,-5.300000000000011,360
Antiaris toxicaria,23.19999999999999,27.59999999999997,35,17,48
Antidesma ghaesembilla,19.80000000000001,28.69999999999999,38.80000000000001,11.699999999999989,302
Antidesma parvifolium,19.899999999999977,28.5,38,10.099999999999966,224
Antigonon leptopus,19,29,38.10000000000002,7,78
Aotus ericoides,8.099999999999966,22.19999999999999,31.5,-0.19999999999998863,466
Apalochlamys spectabilis,11.699999999999989,16.899999999999977,27.19999999999999,4.199999999999989,101
Aphanopetalum clematideum,19.399999999999977,21.69999999999999,37.10000000000002,7.300000000000011,38
Apium annuum,11.300000000000011,23.399999999999977,38.89999999999998,3,284
Apium insulare,12.899999999999975,19.59999999999997,23.399999999999977,8.5,68
Apium prostratum,7.699999999999989,22.59999999999997,36.69999999999999,0.39999999999997726,729
Apodasmia brownii,11,16.099999999999966,29.399999999999977,2.5,199
Araucaria cunninghamii,14,25.899999999999977,31.899999999999977,3.6999999999999886,117
Araucaria heterophylla,17.19999999999999,19.899999999999977,23.899999999999977,10.199999999999989,9
Archidendron grandiflorum,14.099999999999966,26.69999999999999,32.5,4.099999999999966,106
Arctotheca calendula,10.099999999999966,26.30000000000001,39.30000000000001,0.39999999999997726,653
Arctotheca populifolia,12.599999999999966,20.09999999999997,29.19999999999999,1.3000000000000114,98
Arenga australasica,20.30000000000001,26.69999999999999,30.59999999999997,12.300000000000011,31
Argemone ochroleuca,11.800000000000011,27.399999999999977,41.10000000000002,1,344
Argusia argentea,21.69999999999999,27.399999999999977,31.399999999999977,14.399999999999975,177
Aristida contorta,14.099999999999966,29,41.60000000000002,3.5,1063
Aristida holathera,15.199999999999989,29,41.10000000000002,3,1205
Aristolochia acuminata,19.899999999999977,27.399999999999977,35.10000000000002,11.399999999999975,25
Aristolochia chalmersii,24,26.399999999999977,31.69999999999999,17.5,22
Arivela tetrandra,22.5,29.09999999999997,40.5,9.5,260
Arivela viscosa,17.099999999999966,29.09999999999997,41.60000000000002,4.599999999999966,858
Arundinella nepalensis,13.699999999999989,29,39.5,1.8999999999999773,435
Arytera bifoliolata,24.5,27,34.89999999999998,18.80000000000001,41
Arytera divaricata,14.099999999999966,26.59999999999997,34.80000000000001,3.1999999999999886,195
Asparagus asparagoides,12,19.5,33.69999999999999,1.3000000000000114,420
Asparagus racemosus,21.399999999999977,28.5,38.19999999999999,11.800000000000011,170
Asphodelus fistulosus,12,27.19999999999999,41.5,1.1999999999999886,388
Asplenium decurrens,10.800000000000011,17.30000000000001,22.69999999999999,3.3000000000000114,170
Asplenium difforme,17.099999999999966,21.59999999999997,27.19999999999999,10.199999999999989,33
Asplenium flabellifolium,3.599999999999966,20.69999999999999,31,-6.900000000000034,550
Asplenium obtusatum,12.399999999999975,19.399999999999977,23.19999999999999,7,5
Astartea fascicularis,13.300000000000011,19,33.099999999999966,4,43
Asteridea nivea,12.399999999999975,18.19999999999999,33.39999999999998,3.099999999999966,73
Asteromyrtus symphyocarpa,22.80000000000001,28,38.10000000000002,11.5,297
Astroloma humifusum,7.699999999999989,19.899999999999977,34.5,-0.8000000000000114,640
Asystasia australasica,23.5,26.399999999999977,30.899999999999977,18.80000000000001,24
Asystasia gangetica,18.399999999999977,28.69999999999999,38.60000000000002,10.099999999999966,87
Atalaya salicifolia,15.5,28.09999999999997,39.69999999999999,4.5,145
Atalaya variifolia,21.899999999999977,28.80000000000001,39.10000000000002,12.599999999999966,112
Atriplex amnicola,19.59999999999997,23.899999999999977,39.60000000000002,6.199999999999989,47
Atriplex australasica,11.899999999999975,20.69999999999999,29.899999999999977,4.5,70
Atriplex cinerea,11.699999999999989,22.69999999999999,38.39999999999998,4.199999999999989,446
Atriplex hypoleuca,15.399999999999975,18.69999999999999,32.5,8,29
Atriplex isatidea,15.5,25.80000000000001,36.39999999999998,7.199999999999989,59
Atriplex muelleri,15.099999999999966,25.399999999999977,38.60000000000002,2.6999999999999886,175
Atriplex paludosa,12.399999999999975,22.59999999999997,36.80000000000001,4.899999999999977,338
Atriplex patula,10.599999999999966,17.899999999999977,30.09999999999997,3,22
Atriplex prostrata,11.399999999999975,19.69999999999999,32.5,1.1999999999999886,292
Atriplex suberecta,12.5,22.80000000000001,37.39999999999998,3.099999999999966,237
Austrostipa compressa,13.599999999999966,20,33.80000000000001,5.300000000000011,120
Austrostipa crinita,19.5,22.09999999999997,35.80000000000001,10,31
Austrostipa elegantissima,13,23.5,38.69999999999999,2.1999999999999886,826
Austrostipa eremophila,13.899999999999975,21.5,37.19999999999999,2.5,485
Austrostipa flavescens,10.800000000000011,20.59999999999997,35,2.1999999999999886,713
Austrostipa stipoides,11.699999999999989,17.099999999999966,27.59999999999997,4.399999999999977,271
Austrostipa variabilis,13,21.399999999999977,37.10000000000002,3.599999999999966,216
Avena barbata,10.699999999999989,25.5,36.39999999999998,0.5,706
Avena fatua,11.300000000000011,26.19999999999999,38,1.099999999999966,177
Avena sativa,5,24.30000000000001,38.5,-1.1000000000000227,138
Avicennia marina,13.899999999999975,29,39.10000000000002,6.099999999999966,575
Axonopus compressus,14.699999999999989,28.80000000000001,38.69999999999999,4.099999999999966,81
Balladonia aervoides,20.399999999999977,22.19999999999999,38.10000000000002,8,6
Banksia dentata,23.30000000000001,28.69999999999999,38.80000000000001,13.899999999999975,225
Banksia integrifolia,9.399999999999975,23.899999999999977,31.899999999999977,-1.1999999999999886,425
Banksia marginata,5.399999999999977,19.899999999999977,31.30000000000001,-2.6999999999999886,938
Banksia serrata,11.399999999999975,22.19999999999999,32.89999999999998,1.3999999999999773,128
Barringtonia acutangula,22.09999999999997,29.09999999999997,39.69999999999999,13.099999999999966,257
Barringtonia asiatica,23.69999999999999,26.59999999999997,29.69999999999999,17.5,21
Barringtonia calyptrata,20.399999999999977,26.399999999999977,31.30000000000001,12.300000000000011,53
Bauera rubioides,4.699999999999989,19.5,29.399999999999977,-3.3000000000000114,473
Bauhinia binata,23.09999999999997,27.69999999999999,36.19999999999999,16.5,56
Bauhinia hookeri,19.5,26.59999999999997,35.69999999999999,6.899999999999977,119
Bedfordia salicina,5.199999999999989,13.399999999999975,24.80000000000001,-2.900000000000034,148
Bellardia trixago,12.800000000000011,19.899999999999977,35.10000000000002,3.3000000000000114,133
Bellardia viscosa,5.399999999999977,18.69999999999999,33.5,-1.6000000000000227,199
Beyeria lechenaultii,10.300000000000011,20.30000000000001,35,0.8999999999999773,693
Beyeria viscosa,5.599999999999966,25.5,34.60000000000002,-2.3000000000000114,311
Bidens bipinnata,13.599999999999966,29,41,2.1999999999999886,307
Bidens pilosa,12.5,29,40.10000000000002,1.099999999999966,364
Billardiera heterophylla,10.800000000000011,18.69999999999999,33.19999999999999,1.5,140
Billardiera longiflora,5,14.300000000000011,25.399999999999977,-3.6000000000000227,112
Billardiera nesophila,10.099999999999966,13.800000000000011,18.30000000000001,3.5,5
Blainvillea cunninghamii,21.69999999999999,28,37.39999999999998,12,89
Blechnum nudum,5.300000000000011,23.899999999999977,33.69999999999999,-5.100000000000023,343
Blechnum rupestre,9,23.30000000000001,36.39999999999998,-1.3000000000000114,259
Blechnum wattsii,5.599999999999966,20,28.59999999999997,-2.6999999999999886,344
Blumea saxatilis,20.399999999999977,28.69999999999999,39.69999999999999,9,401
Blumea tenella,20.69999999999999,29,41.30000000000001,7.599999999999966,354
Boerhavia albiflora,22.59999999999997,27.899999999999977,37.30000000000001,15.099999999999966,213
Boerhavia coccinea,14,29.399999999999977,41.5,3.6999999999999886,744
Boerhavia diffusa,12.399999999999975,28.19999999999999,38.60000000000002,1.3999999999999773,69
Boerhavia dominii,12.399999999999975,28.80000000000001,39.69999999999999,1.3999999999999773,430
Boerhavia glabrata,25.30000000000001,27.399999999999977,29,22.5,7
Boerhavia mutabilis,22.19999999999999,27.399999999999977,33.099999999999966,15.5,94
Boerhavia repens,25.69999999999999,28.59999999999997,37.89999999999998,17.19999999999999,23
Bombax ceiba,22.30000000000001,28,37.80000000000001,13.099999999999966,98
Bonamia media,19.5,28.69999999999999,41.5,5.699999999999989,444
Bonamia pannosa,22.5,29.19999999999999,41.19999999999999,7.5,281
Boronia alata,14.899999999999975,18.69999999999999,28.69999999999999,9.399999999999975,63
Boronia albiflora,13.599999999999966,16.899999999999977,27.5,4.699999999999989,95
Boronia anemonifolia,7.199999999999989,17.30000000000001,28.80000000000001,-3.400000000000034,375
Boronia lanuginosa,25,27.59999999999997,38.10000000000002,13.5,321
Boronia parviflora,6.199999999999989,21.80000000000001,29.5,-0.6999999999999886,239
Boronia wilsonii,24,28.30000000000001,38.60000000000002,12.5,118
Bossiaea bossiaeoides,23.09999999999997,28.80000000000001,38.80000000000001,11.800000000000011,197
Bossiaea dentata,13.800000000000011,16.69999999999999,25.69999999999999,7.699999999999989,63
Bossiaea prostrata,9.399999999999975,21.5,31.09999999999997,-1.1999999999999886,254
Bothriochloa bladhii,16.80000000000001,29.09999999999997,40.89999999999998,4.599999999999966,443
Bothriochloa pertusa,17.5,28.80000000000001,39.80000000000001,6.199999999999989,239
Brachychiton diversifolius,20.19999999999999,29,39.5,10.800000000000011,338
Brachychiton paradoxus,22.899999999999977,27.69999999999999,38,11.800000000000011,109
Brachychiton viridiflorus,25.399999999999977,28.19999999999999,39.30000000000001,14,39
Brachypodium distachyon,12.300000000000011,20.399999999999977,34.80000000000001,2.6999999999999886,227
Brachyscome ciliaris,12.800000000000011,26.5,40,1.5,1831
Brachyscome diversifolia,6.5,19.09999999999997,33.599999999999966,-3.6999999999999886,221
Brachyscome exilis,14.399999999999975,21.399999999999977,34.80000000000001,4.099999999999966,130
Brachyscome iberidifolia,11,27,41.19999999999999,1,473
Brachyscome pusilla,14.699999999999989,21.5,37.19999999999999,4.899999999999977,80
Brachyscome triloba,13.199999999999989,19.59999999999997,34.10000000000002,3,27
Brassica rapa,10.099999999999966,23.19999999999999,37.19999999999999,0.0999999999999659,74
Brassica tournefortii,12.099999999999966,25.5,39.19999999999999,1.3000000000000114,668
Breynia cernua,12.599999999999966,28.80000000000001,39.89999999999998,1.599999999999966,564
Breynia oblongifolia,13.300000000000011,27.09999999999997,37.10000000000002,1.599999999999966,443
Bridelia tomentosa,19.30000000000001,29,40.5,10.099999999999966,350
Briza maxima,6.5,22,36.60000000000002,-3.6000000000000227,547
Briza minor,5.099999999999966,23,37.10000000000002,-2.6000000000000227,567
Bromus arenarius,12.899999999999975,22.69999999999999,38.69999999999999,2.1999999999999886,274
Bromus catharticus,8.399999999999977,24.09999999999997,37.10000000000002,-0.4000000000000341,356
Bromus diandrus,6.300000000000011,22.09999999999997,36.60000000000002,-3.1999999999999886,889
Bromus hordeaceus,5.099999999999966,20.19999999999999,35.39999999999998,-5,519
Bromus madritensis,10.5,22.09999999999997,37.30000000000001,0.30000000000001137,264
Bromus rubens,10.699999999999989,21.80000000000001,37.19999999999999,0.8999999999999773,738
Bromus sterilis,10.599999999999966,15.800000000000011,30,1.8999999999999773,20
Brucea javanica,19.5,28.399999999999977,39.60000000000002,9.899999999999975,181
Bruguiera cylindrica,24.09999999999997,26.399999999999977,30.19999999999999,18.399999999999977,23
Bruguiera exaristata,21.899999999999977,29.09999999999997,38.5,12.199999999999989,245
Bruguiera gymnorhiza,18.69999999999999,27.69999999999999,36.39999999999998,6.300000000000011,220
Bruguiera parviflora,22.899999999999977,27.899999999999977,37.5,15.099999999999966,86
Bryophyllum delagoense,11.899999999999975,24.19999999999999,38.39999999999998,1.5,163
Bryophyllum pinnatum,16.599999999999966,26.09999999999997,32.19999999999999,6.5,61
Buchanania arborescens,19.80000000000001,28.69999999999999,38.19999999999999,12,294
Buchanania obovata,24.399999999999977,29.09999999999997,39.30000000000001,12.699999999999989,271
Buchnera asperata,24,29.09999999999997,40,12.199999999999989,143
Buchnera linearis,18.899999999999977,29.09999999999997,40.30000000000001,6.300000000000011,484
Buchnera urticifolia,19.80000000000001,28.5,39.39999999999998,10.699999999999989,107
Bulbine bulbosa,4.399999999999977,23.899999999999977,36.19999999999999,-5.199999999999989,408
Bulbine crassa,12.300000000000011,14.5,20.59999999999997,7.800000000000011,23
Bulbine semibarbata,6.5,25,40.30000000000001,-1,637
Bulbostylis barbata,13.099999999999966,29.399999999999977,41.5,1.6999999999999886,930
Bupleurum semicompositum,13.399999999999975,18.5,33,1.5,174
Bursaria spinosa,4.699999999999989,26,34.30000000000001,-3.5,1083
Byblis filifolia,24.69999999999999,29.19999999999999,40.30000000000001,10.599999999999966,184
Byblis liniflora,18.59999999999997,29,40.19999999999999,6.399999999999977,220
Caesalpinia bonduc,19.59999999999997,27.5,37.60000000000002,10.300000000000011,156
Caesia parviflora,8.699999999999989,26.19999999999999,33.599999999999966,-1.1000000000000227,253
Cajanus acutifolius,19.69999999999999,28.59999999999997,40.19999999999999,7.5,324
Cajanus reticulatus,18.80000000000001,29,39.5,6.899999999999977,345
Cakile edentula,10.800000000000011,23.80000000000001,28.399999999999977,5.5,108
Cakile maritima,11.599999999999966,22.399999999999977,32,5.5,458
Caladenia carnea,6.099999999999966,25.19999999999999,33.39999999999998,-2.6999999999999886,910
Caladenia flava,12.699999999999989,21.80000000000001,38,3.6999999999999886,539
Caladenia latifolia,12.699999999999989,20.19999999999999,34.80000000000001,1.5,412
Calamagrostis arenaria,10.099999999999966,18.69999999999999,29.19999999999999,5.300000000000011,115
Calandrinia brevipedata,14.5,20.09999999999997,31.69999999999999,5.800000000000011,93
Calandrinia calyptrata,8.800000000000011,22,37.69999999999999,-1.6999999999999886,547
Calandrinia corrigioloides,14.5,21.399999999999977,35.69999999999999,4.099999999999966,139
Calandrinia granulifera,10.699999999999989,22.09999999999997,38.10000000000002,2,308
Calandrinia polyandra,17.099999999999966,26.69999999999999,41.10000000000002,4.699999999999989,210
Calandrinia uniflora,22.30000000000001,29.09999999999997,39.60000000000002,12.300000000000011,215
Callicarpa candicans,20.30000000000001,28.399999999999977,39.5,10,214
Callitris columellaris,12.699999999999989,28.399999999999977,40.10000000000002,1.3999999999999773,323
Callitris preissii,12.399999999999975,22.5,37.80000000000001,1.599999999999966,264
Callitris rhomboidea,8.599999999999966,23.09999999999997,33.69999999999999,-0.5,297
Calochilus paludosus,10.399999999999975,21.5,29.399999999999977,1,165
Calochlaena dubia,9.599999999999966,23.09999999999997,32.5,-1.8000000000000114,240
Calophyllum inophyllum,20.5,27.5,36.30000000000001,14.300000000000011,105
Calophyllum sil,20.399999999999977,27.899999999999977,37.39999999999998,12.300000000000011,168
Calotropis procera,21.09999999999997,28.899999999999977,40.19999999999999,5.599999999999966,197
Calyptocarpus vialis,17.19999999999999,26.59999999999997,34.80000000000001,4,120
Calystegia soldanella,12,19.5,25.69999999999999,6,37
Calytrix brownii,24.5,28.899999999999977,39.5,12.199999999999989,406
Calytrix exstipulata,24.09999999999997,29.09999999999997,40.10000000000002,10.099999999999966,702
Calytrix tetragona,7.599999999999966,22.69999999999999,36.89999999999998,-2.6999999999999886,1345
Camptostemon schultzii,25.899999999999977,27.899999999999977,37.39999999999998,16.099999999999966,108
Canarium australianum,20,27.899999999999977,38.19999999999999,11,422
Canavalia cathartica,25.30000000000001,27.5,34.30000000000001,19.09999999999997,30
Canavalia papuana,19.30000000000001,29,39.80000000000001,8.199999999999989,233
Canavalia rosea,16.899999999999977,28,40,9.899999999999975,301
Cansjera leptostachya,22.09999999999997,27.5,37.10000000000002,16.5,95
Capparis arborea,13,25.69999999999999,33.099999999999966,2.6999999999999886,144
Capparis jacobsii,25.399999999999977,28.899999999999977,39.5,13.899999999999975,101
Capparis lucida,22,26.399999999999977,34.60000000000002,13.599999999999966,183
Capparis quiniflora,23.19999999999999,27.80000000000001,37.10000000000002,14.300000000000011,164
Capparis sepiaria,21.59999999999997,28.59999999999997,39.30000000000001,11.699999999999989,305
Capparis spinosa,20.399999999999977,28.399999999999977,41.60000000000002,4.899999999999977,193
Capparis umbonata,22.30000000000001,29,40.30000000000001,7.300000000000011,246
Capsella bursa-pastoris,3.3999999999999773,25.80000000000001,38.60000000000002,-7.100000000000023,266
Capsicum annuum,18.5,28.69999999999999,38.30000000000001,6.399999999999977,37
Carallia brachiata,18.80000000000001,28.69999999999999,38.19999999999999,8.199999999999989,416
Carduus pycnocephalus,7.099999999999966,21.19999999999999,34.80000000000001,-2.6999999999999886,241
Carduus tenuiflorus,7,19.399999999999977,32.89999999999998,-2.6999999999999886,319
Carex appressa,4.599999999999966,21.5,34.19999999999999,-4.800000000000011,639
Carex breviculmis,3.3000000000000114,21.09999999999997,30.69999999999999,-7.100000000000023,372
Carex fascicularis,5.599999999999966,22.19999999999999,32.5,-3.5,186
Carex inversa,5.099999999999966,23.19999999999999,37.80000000000001,-4.400000000000034,609
Carex pumila,10.300000000000011,22.30000000000001,27.5,0.0999999999999659,100
Carex thecata,14.800000000000011,18.80000000000001,32.69999999999999,5.199999999999989,28
Carica papaya,19,26.19999999999999,31.30000000000001,10.199999999999989,20
Carpobrotus aequilaterus,12.5,21,33.5,4.800000000000011,32
Carpobrotus edulis,11.199999999999989,21.59999999999997,32.80000000000001,3.3999999999999773,53
Carpobrotus glaucescens,15.300000000000011,23.899999999999977,28.80000000000001,7.099999999999966,78
Carpobrotus rossii,11.5,21.80000000000001,34.39999999999998,3.8000000000000114,338
Carpobrotus virescens,15.599999999999966,21,34.60000000000002,9.399999999999975,56
Cartonema parviflorum,24.30000000000001,28.80000000000001,38.69999999999999,12.899999999999975,281
Cartonema spicatum,19.5,28.5,38.5,10.899999999999975,280
Cascabela thevetia,18.09999999999997,27.5,37.80000000000001,6,97
Cassinia aculeata,5.199999999999989,18.09999999999997,32.80000000000001,-5.100000000000023,440
